@relation 'AlturaOla-weka.filters.unsupervised.attribute.MathExpression-E100*A-R1-10,12-15-unset-class-temporarily-weka.filters.unsupervised.attribute.MathExpression-EA-273.15-R2-12-unset-class-temporarily-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R9-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R8-weka.filters.unsupervised.attribute.MathExpression-EA+273.15-V-R7-weka.filters.unsupervised.attribute.MathExpression-E(A-96020 )/(103850-96020)-V-R1-weka.filters.unsupervised.attribute.MathExpression-E(A+17.9 )/(21.1+17.9)-V-R2-weka.filters.unsupervised.attribute.MathExpression-E(A-0 )/(359-0)-V-R3-weka.filters.unsupervised.attribute.MathExpression-E(A-0.4 )/(26.1-0.4)-V-R4-weka.filters.unsupervised.attribute.MathExpression-E(A-3.1 )/(11.09-3.1)-V-R5-weka.filters.unsupervised.attribute.MathExpression-E(A+0.9 )/(15.8+0.9)-V-R6-weka.filters.unsupervised.attribute.MathExpression-E(A-6 )/(16.1-6)-V-R7'

@attribute pres numeric
@attribute vwnd numeric
@attribute WDIR numeric
@attribute GST numeric
@attribute APD numeric
@attribute ATMP numeric
@attribute WTMP numeric
@attribute Class_WVHT {Baja,Media,Moderada,MuyAlta}

@data
0.582375,0.584615,0.640669,0.626459,0.544431,0.562874,0.554455,MuyAlta
0.596424,0.705128,0.649025,0.583658,0.650814,0.508982,0.544554,MuyAlta
0.639847,0.548718,0.743733,0.544747,0.628285,0.57485,0.534653,MuyAlta
0.690932,0.458974,0.768802,0.552529,0.667084,0.550898,0.544554,MuyAlta
0.743295,0.35641,0.802228,0.455253,0.538173,0.586826,0.534653,Moderada
0.791826,0.302564,0.908078,0.214008,0.529412,0.616766,0.524752,Moderada
0.855683,0.266667,0.910864,0.284047,0.42428,0.634731,0.524752,Media
0.879949,0.264103,0.91922,0.350195,0.411765,0.670659,0.524752,Media
0.951469,0.266667,0.963788,0.276265,0.371715,0.658683,0.514851,Media
0.968072,0.323077,0.930362,0.264591,0.297872,0.646707,0.514851,Baja
0.994891,0.382051,0.880223,0.151751,0.331665,0.664671,0.50495,Baja
0.977011,0.474359,0.849582,0.031128,0.285357,0.670659,0.524752,Baja
0.97318,0.489744,0.367688,0.050584,0.326658,0.652695,0.524752,Baja
0.93742,0.579487,0.467967,0.175097,0.362954,0.634731,0.544554,Baja
0.899106,0.605128,0.498607,0.256809,0.444305,0.640719,0.534653,Media
0.849298,0.65641,0.48468,0.311284,0.261577,0.682635,0.534653,Media
0.822478,0.612821,0.537604,0.2607,0.372966,0.736527,0.544554,Media
0.808429,0.538462,0.640669,0.182879,0.339174,0.724551,0.534653,Media
0.795658,0.464103,0.760446,0.163424,0.376721,0.694611,0.544554,Baja
0.781609,0.374359,0.955432,0.182879,0.411765,0.652695,0.554455,Baja
0.772669,0.405128,0.108635,0.237354,0.342929,0.664671,0.534653,Baja
0.747126,0.397436,0.144847,0.276265,0.237797,0.694611,0.534653,Baja
0.729246,0.423077,0.192201,0.237354,0.32791,0.676647,0.534653,Baja
0.703704,0.484615,0.253482,0.233463,0.429287,0.664671,0.50495,Media
0.676884,0.535897,0.328691,0.276265,0.474343,0.670659,0.49505,Media
0.660281,0.535897,0.300836,0.276265,0.380476,0.652695,0.50495,Media
0.636015,0.523077,0.314763,0.276265,0.453066,0.688623,0.514851,Baja
0.616858,0.502564,0.281337,0.272374,0.292866,0.700599,0.514851,Baja
0.578544,0.515385,0.289694,0.264591,0.336671,0.712575,0.524752,Baja
0.537676,0.515385,0.264624,0.326848,0.16771,0.724551,0.524752,Media
0.46871,0.582051,0.29805,0.44358,0.191489,0.754491,0.524752,Moderada
0.418902,0.725641,0.306407,0.599222,0.284105,0.772455,0.524752,Moderada
0.418902,0.746154,0.437326,0.319066,0.418023,0.766467,0.524752,Media
0.39719,0.674359,0.359331,0.315175,0.309136,0.754491,0.534653,Media
0.365262,0.748718,0.359331,0.392996,0.347935,0.766467,0.544554,MuyAlta
0.394636,0.730769,0.504178,0.299611,0.553191,0.784431,0.554455,Moderada
0.398467,0.569231,0.43454,0.171206,0.603254,0.748503,0.534653,Moderada
0.295019,0.264103,0.153203,0.233463,0.493116,0.688623,0.564356,Media
0.209451,0.246154,0.980501,0.346304,0.381727,0.700599,0.544554,Media
0.232439,0.469231,0.777159,0.357977,0.260325,0.718563,0.574257,Moderada
0.295019,0.65641,0.685237,0.389105,0.483104,0.658683,0.564356,Moderada
0.323116,0.720513,0.543175,0.392996,0.380476,0.736527,0.554455,Moderada
0.339719,0.725641,0.590529,0.303502,0.50438,0.742515,0.574257,Moderada
0.376756,0.671795,0.607242,0.428016,0.385482,0.748503,0.574257,Moderada
0.398467,0.633333,0.557103,0.315175,0.60826,0.730539,0.544554,Moderada
0.315453,0.471795,0.328691,0.447471,0.529412,0.718563,0.554455,Moderada
0.120051,0.253846,0.181058,0.762646,0.325407,0.700599,0.564356,MuyAlta
0.15198,0.433333,0.167131,0.175097,0.724656,0.718563,0.574257,MuyAlta
0.273308,0.605128,0.729805,0.412451,0.692115,0.688623,0.574257,MuyAlta
0.347382,0.661539,0.682451,0.55642,0.501877,0.694611,0.554455,MuyAlta
0.430396,0.633333,0.699164,0.474708,0.503129,0.700599,0.544554,MuyAlta
0.512133,0.702564,0.682451,0.474708,0.531915,0.652695,0.544554,MuyAlta
0.533844,0.7,0.537604,0.354086,0.560701,0.568862,0.544554,Moderada
0.570881,0.582051,0.651811,0.614786,0.411765,0.598802,0.544554,MuyAlta
0.651341,0.564103,0.746518,0.48249,0.478098,0.652695,0.534653,Moderada
0.703704,0.605128,0.690808,0.361868,0.401752,0.688623,0.514851,Moderada
0.742018,0.610256,0.559889,0.229572,0.476846,0.682635,0.50495,Media
0.752235,0.661538,0.401114,0.299611,0.415519,0.694611,0.50495,Media
0.745849,0.612821,0.373259,0.357977,0.364205,0.706587,0.514851,Media
0.708812,0.487179,0.300836,0.470817,0.226533,0.706587,0.524752,Moderada
0.59387,0.425641,0.259053,0.587549,0.272841,0.694611,0.524752,MuyAlta
0.494253,0.635897,0.256267,0.743191,0.506884,0.676647,0.524752,MuyAlta
0.491699,0.792308,0.406685,0.392996,0.560701,0.754491,0.514851,Moderada
0.484036,0.682051,0.350975,0.287938,0.490613,0.736527,0.514851,Moderada
0.448276,0.658974,0.384401,0.40856,0.48811,0.736527,0.514851,Moderada
0.420179,0.630769,0.359331,0.381323,0.455569,0.730539,0.514851,Moderada
0.385696,0.533333,0.317549,0.132296,0.463079,0.712575,0.524752,Media
0.37931,0.597436,0.704735,0.315175,0.395494,0.724551,0.514851,Moderada
0.409962,0.520513,0.70195,0.105058,0.479349,0.688623,0.534653,Media
0.438059,0.448718,0.810585,0.241245,0.503129,0.664671,0.514851,Media
0.482759,0.546154,0.643454,0.252918,0.47184,0.712575,0.50495,Media
0.482759,0.715385,0.512535,0.280156,0.356696,0.724551,0.524752,Media
0.462324,0.651282,0.342618,0.412451,0.364205,0.664671,0.524752,Media
0.48659,0.517949,0.752089,0.529183,0.251564,0.664671,0.524752,Media
0.546616,0.561538,0.70195,0.478599,0.246558,0.682635,0.544554,Media
0.607918,0.576923,0.724234,0.529183,0.262829,0.694611,0.544554,Moderada
0.670498,0.55641,0.727019,0.447471,0.312891,0.688623,0.534653,Media
0.684547,0.607692,0.5961,0.276265,0.364205,0.688623,0.524752,Media
0.641124,0.68718,0.381616,0.342412,0.356696,0.676647,0.534653,Moderada
0.517241,0.782051,0.362117,0.673152,0.24781,0.670659,0.524752,MuyAlta
0.492976,0.638462,0.62117,0.276265,0.48811,0.724551,0.514851,Moderada
0.505747,0.589744,0.532033,0.182879,0.496871,0.724551,0.514851,Moderada
0.446999,0.725641,0.398329,0.385214,0.451815,0.706587,0.50495,Moderada
0.37931,0.841026,0.437326,0.338521,0.400501,0.694611,0.50495,MuyAlta
0.339719,0.871795,0.454039,0.486381,0.549437,0.694611,0.485149,MuyAlta
0.323116,0.741026,0.584958,0.595331,0.624531,0.688623,0.485149,Moderada
0.394636,0.605128,0.70195,0.536965,0.474343,0.682635,0.49505,Moderada
0.471264,0.610256,0.732591,0.55642,0.461827,0.670659,0.49505,Moderada
0.541507,0.487179,0.779944,0.486381,0.399249,0.646707,0.49505,Moderada
0.59387,0.561538,0.729805,0.365759,0.449312,0.658683,0.49505,Moderada
0.62069,0.538462,0.70195,0.346304,0.376721,0.622754,0.455446,Media
0.670498,0.484615,0.732591,0.322957,0.410513,0.634731,0.485149,Media
0.706258,0.505128,0.721448,0.264591,0.389237,0.640719,0.455446,Media
0.725415,0.558974,0.668524,0.272374,0.413016,0.634731,0.455446,Media
0.717752,0.664103,0.51532,0.284047,0.372966,0.628743,0.455446,Media
0.689655,0.766667,0.467967,0.400778,0.295369,0.664671,0.455446,Moderada
0.652618,0.776923,0.448468,0.552529,0.276596,0.658683,0.455446,Moderada
0.62963,0.787179,0.465181,0.63035,0.395494,0.658683,0.465347,Moderada
0.624521,0.653846,0.428969,0.455253,0.395494,0.622754,0.475248,Media
0.63857,0.512821,0.75766,0.14786,0.377972,0.664671,0.455446,Media
0.664112,0.441026,0.732591,0.155642,0.357947,0.640719,0.465347,Media
0.692209,0.438462,0.774373,0.031128,0.444305,0.628743,0.485149,Moderada
0.696041,0.471795,0.245125,0.07393,0.617021,0.646707,0.475248,Media
0.671775,0.476923,0.231198,0.225681,0.549437,0.652695,0.49505,Media
0.675607,0.561538,0.281337,0.342412,0.411765,0.652695,0.475248,Media
0.655172,0.579487,0.311978,0.400778,0.260325,0.646707,0.475248,Media
0.63857,0.612821,0.328691,0.533074,0.234043,0.652695,0.475248,Moderada
0.586207,0.628205,0.311978,0.470817,0.379224,0.670659,0.475248,Moderada
0.544061,0.664103,0.32312,0.614786,0.385482,0.670659,0.465347,MuyAlta
0.501916,0.641026,0.317549,0.560311,0.514393,0.694611,0.465347,MuyAlta
0.43295,0.620513,0.29805,0.680934,0.491865,0.694611,0.465347,MuyAlta
0.381865,0.738462,0.395543,0.626459,0.578223,0.718563,0.415842,MuyAlta
0.383142,0.671795,0.364903,0.350195,0.638298,0.664671,0.475248,MuyAlta
0.367816,0.715385,0.481894,0.396887,0.564456,0.676647,0.475248,Moderada
0.402299,0.6,0.504178,0.2607,0.554443,0.646707,0.475248,Moderada
0.44189,0.617949,0.62117,0.396887,0.460576,0.676647,0.475248,Moderada
0.457216,0.679487,0.623955,0.342412,0.426783,0.664671,0.485149,Moderada
0.427842,0.648718,0.545961,0.268482,0.455569,0.670659,0.435644,Moderada
0.392082,0.610256,0.35376,0.315175,0.476846,0.634731,0.415842,Moderada
0.37037,0.507692,0.225627,0.175097,0.563204,0.622754,0.415842,Media
0.371648,0.435897,0.866295,0.237354,0.573217,0.616766,0.425743,Moderada
0.389527,0.487179,0.749304,0.373541,0.366708,0.598802,0.415842,Moderada
0.394636,0.564103,0.768802,0.18677,0.554443,0.586826,0.445545,Moderada
0.371648,0.58718,0.62117,0.233463,0.496871,0.610778,0.425743,Media
0.355045,0.530769,0.493036,0.171206,0.513141,0.60479,0.455446,Media
0.36143,0.351282,0.303621,0.046693,0.506884,0.592814,0.425743,Moderada
0.401022,0.192308,0.022284,0.29572,0.55194,0.610778,0.39604,Media
0.464879,0.151282,0.941504,0.494163,0.405507,0.592814,0.39604,Media
0.530013,0.220513,0.938719,0.431907,0.34418,0.610778,0.435644,Moderada
0.578544,0.246154,0.869081,0.478599,0.307885,0.586826,0.435644,Moderada
0.628352,0.274359,0.880223,0.48249,0.419274,0.610778,0.425743,Moderada
0.675607,0.341026,0.821727,0.498054,0.357947,0.610778,0.39604,Moderada
0.711367,0.379487,0.81337,0.501946,0.361702,0.60479,0.405941,Moderada
0.719029,0.430769,0.75766,0.544747,0.339174,0.622754,0.39604,Media
0.734355,0.374359,0.810585,0.36965,0.341677,0.616766,0.465347,Moderada
0.770115,0.433333,0.796657,0.447471,0.356696,0.610778,0.39604,Media
0.742018,0.602564,0.615599,0.159533,0.352941,0.556886,0.386139,Moderada
0.685824,0.702564,0.649025,0.533074,0.345432,0.628743,0.405941,MuyAlta
0.598978,0.758974,0.640669,0.727626,0.413016,0.628743,0.386139,MuyAlta
0.613027,0.417949,0.768802,0.848249,0.687109,0.568862,0.376238,MuyAlta
0.678161,0.34359,0.818942,0.723735,0.570713,0.580838,0.366337,MuyAlta
0.702427,0.38718,0.802228,0.525292,0.584481,0.562874,0.356436,MuyAlta
0.720307,0.441026,0.818942,0.400778,0.564456,0.54491,0.346535,Moderada
0.722861,0.441026,0.777159,0.233463,0.559449,0.54491,0.346535,Media
0.696041,0.58718,0.504178,0.198444,0.418023,0.538922,0.405941,Media
0.624521,0.715385,0.406685,0.459144,0.244055,0.580838,0.405941,Media
0.512133,0.78718,0.37883,0.595331,0.242804,0.60479,0.405941,Moderada
0.452107,0.694872,0.64624,0.521401,0.386733,0.658683,0.405941,Moderada
0.466156,0.592308,0.70195,0.603113,0.374218,0.568862,0.366337,MuyAlta
0.466156,0.8,0.640669,0.614786,0.470588,0.580838,0.366337,MuyAlta
0.44189,0.735897,0.651811,0.614786,0.574468,0.598802,0.366337,MuyAlta
0.443167,0.68718,0.643454,0.618677,0.673342,0.60479,0.386139,MuyAlta
0.461047,0.464103,0.774373,0.478599,0.657071,0.568862,0.386139,MuyAlta
0.490421,0.348718,0.83844,0.509728,0.619524,0.550898,0.386139,MuyAlta
0.542784,0.310256,0.824513,0.622568,0.589487,0.491018,0.376238,MuyAlta
0.590038,0.28718,0.805014,0.599222,0.620776,0.497006,0.376238,MuyAlta
0.610473,0.271795,0.860724,0.571984,0.544431,0.497006,0.376238,MuyAlta
0.646232,0.246154,0.835655,0.583658,0.603254,0.502994,0.376238,MuyAlta
0.689655,0.302564,0.849582,0.392996,0.540676,0.526946,0.346535,Moderada
0.699872,0.471795,0.727019,0.315175,0.470588,0.54491,0.326733,Moderada
0.66539,0.689744,0.610028,0.404669,0.411765,0.57485,0.326733,Moderada
0.627075,0.661539,0.649025,0.536965,0.320401,0.598802,0.326733,Moderada
0.596424,0.461539,0.802228,0.36965,0.36796,0.562874,0.326733,Moderada
0.56705,0.507692,0.735376,0.326848,0.543179,0.538922,0.316832,Moderada
0.515964,0.458974,0.732591,0.381323,0.451815,0.48503,0.316832,Moderada
0.490421,0.392308,0.807799,0.455253,0.385482,0.437126,0.316832,Moderada
0.51341,0.433333,0.846797,0.509728,0.374218,0.39521,0.316832,MuyAlta
0.582375,0.358974,0.805014,0.649805,0.434293,0.467066,0.316832,MuyAlta
0.630907,0.428205,0.743733,0.634241,0.525657,0.449102,0.316832,MuyAlta
0.646232,0.497436,0.785515,0.498054,0.595745,0.431138,0.29703,MuyAlta
0.595147,0.676923,0.607242,0.342412,0.556946,0.449102,0.29703,Moderada
0.385696,0.94359,0.476323,0.599222,0.458073,0.48503,0.29703,MuyAlta
0.251596,0.758974,0.685237,0.474708,0.44806,0.431138,0.287129,MuyAlta
0.180077,0.833333,0.665738,0.785992,0.578223,0.383234,0.29703,MuyAlta
0.150702,0.751282,0.693593,0.821012,0.780976,0.520958,0.29703,MuyAlta
0.168582,0.623077,0.729805,0.634241,0.836045,0.431138,0.306931,MuyAlta
0.205619,0.520513,0.743733,0.774319,0.797247,0.473054,0.29703,MuyAlta
0.250319,0.448718,0.793872,0.599222,0.679599,0.449102,0.267327,MuyAlta
0.319285,0.428205,0.81337,0.59144,0.583229,0.377246,0.267327,MuyAlta
0.378033,0.420513,0.785515,0.59144,0.60826,0.365269,0.267327,MuyAlta
0.421456,0.402564,0.75766,0.498054,0.733417,0.329341,0.287129,MuyAlta
0.45977,0.292308,0.83844,0.568093,0.590738,0.383234,0.287129,MuyAlta
0.507024,0.269231,0.81337,0.692607,0.506884,0.275449,0.277228,MuyAlta
0.553001,0.279487,0.821727,0.653696,0.525657,0.257485,0.267327,MuyAlta
0.564496,0.407692,0.824513,0.544747,0.524406,0.311377,0.257426,Moderada
0.54917,0.487179,0.749304,0.249027,0.538173,0.323353,0.237624,Moderada
0.532567,0.402564,0.077994,0.202335,0.483104,0.215569,0.247525,Media
0.508301,0.461539,0.091922,0.058366,0.436796,0.293413,0.257426,Media
0.426564,0.364103,0.183844,0.264591,0.449312,0.287425,0.247525,Media
0.404853,0.164103,0.036212,0.400778,0.319149,0.347305,0.267327,Media
0.45083,0.279487,0.896936,0.400778,0.266583,0.353293,0.257426,Media
0.466156,0.384615,0.846797,0.459144,0.397997,0.293413,0.247525,Moderada
0.475096,0.305128,0.855153,0.416342,0.560701,0.299401,0.237624,Moderada
0.508301,0.276923,0.871866,0.478599,0.449312,0.251497,0.237624,Moderada
0.560664,0.305128,0.83844,0.680934,0.410513,0.173653,0.247525,MuyAlta
0.607918,0.317949,0.849582,0.836576,0.660826,0.215569,0.247525,MuyAlta
0.666667,0.307692,0.818942,0.669261,0.643304,0.221557,0.227723,MuyAlta
0.721584,0.246154,0.830084,0.692607,0.563204,0.281437,0.237624,MuyAlta
0.753512,0.323077,0.830084,0.568093,0.52816,0.359281,0.237624,MuyAlta
0.779055,0.446154,0.768802,0.478599,0.494368,0.359281,0.237624,Moderada
0.799489,0.469231,0.777159,0.392996,0.400501,0.443114,0.237624,Moderada
0.823755,0.464103,0.760446,0.373541,0.345432,0.479042,0.237624,Media
0.841635,0.564103,0.707521,0.420233,0.26408,0.467066,0.237624,Media
0.850575,0.646154,0.67688,0.420233,0.26408,0.467066,0.237624,Moderada
0.832695,0.74359,0.5961,0.560311,0.276596,0.491018,0.19802,Moderada
0.772669,0.846154,0.5961,0.642023,0.361702,0.550898,0.237624,MuyAlta
0.721584,0.794872,0.618384,0.680934,0.493116,0.520958,0.217822,MuyAlta
0.671775,0.841026,0.610028,0.677043,0.531915,0.520958,0.237624,MuyAlta
0.639847,0.769231,0.632312,0.712062,0.491865,0.562874,0.237624,MuyAlta
0.678161,0.620513,0.721448,0.785992,0.610763,0.568862,0.227723,MuyAlta
0.770115,0.430769,0.749304,0.809339,0.727159,0.508982,0.217822,MuyAlta
0.827586,0.407692,0.785515,0.708171,0.634543,0.467066,0.217822,MuyAlta
0.854406,0.407692,0.724234,0.459144,0.589487,0.329341,0.19802,MuyAlta
0.888889,0.264103,0.832869,0.560311,0.572152,0.39521,0.19802,MuyAlta
0.897829,0.4,0.830084,0.474708,0.630788,0.419162,0.19802,Moderada
0.878672,0.502564,0.704735,0.44358,0.44806,0.413174,0.19802,Moderada
0.881226,0.382051,0.830084,0.431907,0.428035,0.401198,0.19802,Moderada
0.902937,0.282051,0.832869,0.439689,0.413016,0.419162,0.188119,Moderada
0.929757,0.392308,0.796657,0.33463,0.396746,0.437126,0.188119,Media
0.94636,0.487179,0.729805,0.357977,0.261577,0.449102,0.188119,Media
0.954023,0.466667,0.721448,0.373541,0.330413,0.48503,0.19802,Moderada
0.947637,0.528205,0.70195,0.319066,0.34418,0.473054,0.178218,Moderada
0.932312,0.64359,0.635097,0.322957,0.653317,0.479042,0.188119,Moderada
0.915709,0.664103,0.534819,0.373541,0.549437,0.473054,0.168317,Moderada
0.858238,0.758974,0.498607,0.435798,0.546934,0.461078,0.188119,Moderada
0.799489,0.782051,0.473538,0.579767,0.410513,0.497006,0.178218,Moderada
0.733078,0.841026,0.451253,0.548638,0.419274,0.532934,0.178218,Moderada
0.711367,0.838462,0.506964,0.536965,0.479349,0.538922,0.188119,MuyAlta
0.697318,0.88718,0.487465,0.568093,0.555695,0.562874,0.19802,MuyAlta
0.679438,0.85641,0.487465,0.571984,0.559449,0.57485,0.19802,MuyAlta
0.641124,0.897436,0.456825,0.51751,0.539424,0.556886,0.178218,MuyAlta
0.588761,0.894872,0.401114,0.673152,0.490613,0.550898,0.178218,MuyAlta
0.579821,0.894872,0.501393,0.607004,0.534418,0.556886,0.19802,MuyAlta
0.553001,0.838462,0.442897,0.645914,0.553191,0.532934,0.207921,MuyAlta
0.533844,0.725641,0.462396,0.412451,0.590738,0.556886,0.207921,MuyAlta
0.565773,0.697436,0.598886,0.494163,0.469337,0.526946,0.19802,Moderada
0.579821,0.705128,0.451253,0.412451,0.501877,0.520958,0.188119,MuyAlta
0.561941,0.571795,0.470752,0.171206,0.715895,0.497006,0.207921,Moderada
0.553001,0.528205,0.582173,0.190661,0.683354,0.520958,0.207921,MuyAlta
0.564496,0.489744,0.470752,0.202335,0.844806,0.508982,0.207921,Moderada
0.559387,0.484615,0.543175,0.178988,0.658323,0.502994,0.178218,Moderada
0.559387,0.435898,0.674095,0.202335,0.673342,0.48503,0.207921,Moderada
0.553001,0.482051,0.710306,0.178988,0.573217,0.45509,0.178218,Moderada
0.541507,0.607692,0.557103,0.280156,0.63204,0.449102,0.178218,Moderada
0.494253,0.684615,0.367688,0.361868,0.503129,0.45509,0.188119,Moderada
0.407407,0.715385,0.376045,0.583658,0.346683,0.497006,0.247525,Moderada
0.340996,0.664103,0.362117,0.579767,0.359199,0.461078,0.19802,Moderada
0.302682,0.58718,0.267409,0.307393,0.461827,0.437126,0.188119,Moderada
0.321839,0.676923,0.626741,0.439689,0.370463,0.473054,0.188119,Moderada
0.363985,0.676923,0.54039,0.338521,0.515645,0.461078,0.19802,Moderada
0.381865,0.702564,0.506964,0.319066,0.614518,0.479042,0.207921,Moderada
0.386973,0.584615,0.501393,0.280156,0.600751,0.45509,0.188119,Moderada
0.392082,0.607692,0.476323,0.214008,0.652065,0.491018,0.188119,Moderada
0.353768,0.374359,0.292479,0.392996,0.570713,0.48503,0.168317,Moderada
0.283525,0.369231,0.169916,0.645914,0.331665,0.497006,0.178218,Moderada
0.288633,0.420513,0.24234,0.428016,0.526909,0.45509,0.188119,Moderada
0.298851,0.328205,0.153203,0.202335,0.629537,0.473054,0.19802,Moderada
0.332056,0.294872,0.980501,0.233463,0.634543,0.45509,0.19802,Moderada
0.380587,0.279487,0.89415,0.307393,0.566959,0.479042,0.19802,Moderada
0.422733,0.341026,0.832869,0.36965,0.365457,0.431138,0.168317,Media
0.453384,0.397436,0.721448,0.182879,0.409262,0.39521,0.168317,Media
0.453384,0.497436,0.518106,0.046693,0.419274,0.371257,0.168317,Media
0.42401,0.471795,0.267409,0.365759,0.446809,0.401198,0.158416,Media
0.36143,0.392308,0.21727,0.536965,0.227785,0.45509,0.19802,Moderada
0.292465,0.307692,0.225627,0.552529,0.319149,0.502994,0.19802,MuyAlta
0.282248,0.417949,0.203343,0.770428,0.499374,0.497006,0.158416,MuyAlta
0.283525,0.5,0.286908,0.361868,0.623279,0.520958,0.168317,MuyAlta
0.284802,0.407692,0.211699,0.385214,0.730914,0.520958,0.168317,MuyAlta
0.287356,0.333333,0.183844,0.357977,0.594493,0.508982,0.168317,Moderada
0.268199,0.282051,0.075209,0.357977,0.573217,0.467066,0.178218,Moderada
0.292465,0.317949,0.997214,0.330739,0.564456,0.48503,0.207921,Moderada
0.316731,0.417949,0.988858,0.206226,0.618273,0.443114,0.168317,Moderada
0.347382,0.505128,0.590529,0.116732,0.61577,0.443114,0.148515,Moderada
0.374202,0.582051,0.467967,0.128405,0.69587,0.443114,0.148515,Media
0.314176,0.682051,0.406685,0.361868,0.47184,0.473054,0.158416,Moderada
0.168582,0.597436,0.317549,0.638132,0.36796,0.508982,0.168317,MuyAlta
0.029374,0.648718,0.292479,0.875486,0.573217,0.491018,0.168317,MuyAlta
0,0.735897,0.389972,0.361868,0.571965,0.502994,0.207921,MuyAlta
0.025543,0.838462,0.454039,0.564202,0.60826,0.473054,0.19802,MuyAlta
0.07152,0.925641,0.557103,0.715953,0.673342,0.467066,0.188119,MuyAlta
0.149425,0.866667,0.610028,0.821012,0.689612,0.407186,0.158416,MuyAlta
0.209451,0.876923,0.557103,0.77821,0.628285,0.45509,0.158416,MuyAlta
0.274585,0.882051,0.551532,0.634241,0.664581,0.461078,0.158416,MuyAlta
0.321839,0.782051,0.504178,0.420233,0.67209,0.449102,0.148515,Moderada
0.348659,0.679487,0.45961,0.330739,0.544431,0.407186,0.148515,Moderada
0.381865,0.574359,0.456825,0.214008,0.690864,0.431138,0.168317,Moderada
0.421456,0.546154,0.576602,0.319066,0.514393,0.419162,0.178218,Media
0.45083,0.589744,0.704735,0.33463,0.534418,0.461078,0.217822,Moderada
0.478927,0.551282,0.657382,0.373541,0.506884,0.45509,0.207921,Moderada
0.492976,0.476923,0.743733,0.587549,0.525657,0.293413,0.148515,Moderada
0.503193,0.512821,0.671309,0.396887,0.571965,0.383234,0.158416,Moderada
0.503193,0.479487,0.682451,0.33463,0.496871,0.335329,0.148515,Moderada
0.507024,0.410256,0.710306,0.299611,0.479349,0.305389,0.138614,Media
0.52235,0.361538,0.710306,0.276265,0.361702,0.233533,0.138614,Moderada
0.545338,0.317949,0.785515,0.385214,0.340426,0.299401,0.138614,Moderada
0.573436,0.420513,0.738162,0.536965,0.350438,0.281437,0.138614,Moderada
0.600255,0.44359,0.752089,0.36965,0.331665,0.257485,0.128713,Moderada
0.621967,0.458974,0.746518,0.159533,0.539424,0.287425,0.148515,Moderada
0.624521,0.653846,0.467967,0.249027,0.563204,0.323353,0.138614,Media
0.61175,0.671795,0.598886,0.381323,0.387985,0.497006,0.178218,Moderada
0.630907,0.541026,0.718663,0.638132,0.28786,0.473054,0.168317,MuyAlta
0.675607,0.546154,0.718663,0.653696,0.503129,0.443114,0.19802,MuyAlta
0.706258,0.592308,0.740947,0.599222,0.524406,0.419162,0.178218,MuyAlta
0.757344,0.484615,0.738162,0.607004,0.679599,0.383234,0.168317,MuyAlta
0.808429,0.451282,0.791086,0.529183,0.633292,0.431138,0.138614,MuyAlta
0.833972,0.466667,0.78273,0.381323,0.683354,0.431138,0.128713,MuyAlta
0.831418,0.592308,0.62117,0.322957,0.742178,0.42515,0.128713,Moderada
0.789272,0.620513,0.526462,0.2607,0.663329,0.407186,0.148515,Moderada
0.678161,0.592308,0.376045,0.412451,0.436796,0.437126,0.158416,Moderada
0.503193,0.669231,0.32312,0.727626,0.409262,0.443114,0.128713,MuyAlta
0.349936,0.774359,0.342618,1,0.635795,0.419162,0.138614,MuyAlta
0.316731,0.794872,0.584958,0.513619,0.733417,0.437126,0.138614,MuyAlta
0.301405,0.817949,0.498607,0.51751,0.620776,0.42515,0.138614,MuyAlta
0.256705,0.874359,0.431755,0.607004,0.627034,0.39521,0.138614,MuyAlta
0.237548,0.738462,0.381616,0.743191,0.669587,0.413174,0.138614,MuyAlta
0.266922,0.505128,0.311978,0.579767,0.65582,0.407186,0.128713,MuyAlta
0.344828,0.294872,0.264624,0.40856,0.589487,0.449102,0.128713,Moderada
0.434227,0.279487,0.139276,0.202335,0.598248,0.449102,0.118812,Moderada
0.473819,0.476923,0.270195,0.143969,0.624531,0.431138,0.128713,Moderada
0.384419,0.694872,0.431755,0.435798,0.520651,0.42515,0.118812,Moderada
0.227331,0.753846,0.426184,0.684825,0.317897,0.341317,0.128713,Moderada
0.206897,0.461539,0.799443,0.548638,0.359199,0.407186,0.128713,MuyAlta
0.237548,0.530769,0.763231,0.529183,0.46433,0.311377,0.128713,MuyAlta
0.238825,0.612821,0.713092,0.677043,0.554443,0.419162,0.118812,MuyAlta
0.236271,0.612821,0.710306,0.657588,0.67209,0.401198,0.118812,MuyAlta
0.254151,0.502564,0.785515,0.529183,0.793492,0.383234,0.118812,MuyAlta
0.265645,0.392308,0.844011,0.59144,0.645807,0.39521,0.138614,MuyAlta
0.310345,0.305128,0.832869,0.529183,0.550688,0.42515,0.118812,MuyAlta
0.384419,0.271795,0.824513,0.657588,0.50438,0.359281,0.118812,Moderada
0.402299,0.382051,0.83844,0.48249,0.463079,0.371257,0.118812,Moderada
