@relation 'AlturaOla-Test-weka.filters.unsupervised.attribute.Remove-R8,11-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Remove-R10'

@attribute air numeric
@attribute pres numeric
@attribute rhum numeric
@attribute uwnd numeric
@attribute vwnd numeric
@attribute WDIR numeric
@attribute WSPD numeric
@attribute DPD numeric
@attribute APD numeric
@attribute Class_WVHT {Baja,Media,Moderada,MuyAlta}

@data
283.299988,101480,90,4.5,4.5,206,1.6,7.69,6.22,Media
283.100006,101610,94,4.800002,4.8,238,3.5,8.33,6.12,Media
283.399994,101540,93,4.200002,4.7,219,5,8.33,5.6,Baja
282.899994,101630,97,2.300002,4.3,197,3,7.14,5.78,Baja
283.700012,101750,89,2.200001,3.3,189,2.2,7.14,5.64,Baja
284.600006,101930,82,-0.099997,1.5,220,0.6,6.25,5.12,Baja
284.399994,102010,82,-0.699998,0.4,95,1.4,14.81,6.31,Baja
283.700012,102010,85,-4.2,-1.7,42,3.5,16,5.8,Baja
284.600006,101970,83,-4.999999,-2.199998,84,4.7,14.81,6.9,Baja
284.5,101910,81,-5.799998,-2.599998,70,5.7,14.81,4.4,Baja
283.700012,101820,86,-6.8,-2.499999,82,4.6,13.79,4.21,Baja
284,101690,92,-8.599998,-1.799999,80,5.6,13.79,4.11,Baja
284.200012,101650,94,-7.699998,0.2,79,5.3,14.81,4.35,Baja
284.399963,101720,88,-7.899999,2.900002,112,6.5,3.85,3.68,Baja
283.699982,101640,92,-6.1,6.7,130,7.7,7.69,4.81,Media
284.100006,101700,88,-5.1,6.300002,122,6.8,7.14,5.06,Media
284,101680,90,-4.2,7.900002,145,7.5,7.69,5.11,Media
283.700012,101820,90,-3.8,7.800002,160,8,7.69,4.82,Baja
283.799988,101880,92,-4.999999,6.600001,150,5.7,6.25,5.12,Baja
283.399994,101950,96,-4.9,5.1,162,3.5,12.9,4.83,Baja
284.100006,101850,88,-1.6,3.600002,132,3.2,12.9,5.92,Baja
284,101910,91,-0.899998,3.300002,139,1.2,12.9,5.05,Baja
283.600006,101810,93,2.7,1.100002,247,1.6,12.9,5.89,Baja
283.299988,101750,94,4.5,2.200001,261,2.8,13.79,5.98,Baja
283.899994,101800,86,2.4,3.200001,258,2.5,12.9,6.43,Baja
284.600006,101780,84,-2.299997,4.3,193,4.7,12.9,5.95,Baja
284.399994,101580,90,-5.099998,6.000001,160,5.2,8.33,4.35,Baja
284,101400,96,-5.7,5.100001,132,7.6,4.76,4.24,Media
284.899994,101280,92,-3.599998,4.700002,117,9.1,7.14,4.81,Media
285.100006,101180,90,2.500001,3.200001,109,7,7.69,5.08,Baja
284.5,100940,93,8.100001,3.6,229,4.2,7.69,5.99,Media
283.299988,100880,100,5.7,2.9,251,8,7.14,5.1,Media
284.099976,100930,94,3.5,0.6,225,4.5,7.69,5.9,Baja
285,101120,85,0.400003,-1.6,197,2.3,7.69,5.78,Baja
284.499969,101130,89,1.200001,-3.5,58,1.3,7.14,6.24,Media
284.299988,101230,88,0.300003,-4.199998,79,2,7.14,6.35,Baja
285.399994,101330,85,-0.999998,-5.499999,20,5.1,8.33,5.3,Baja
285.700012,101390,79,-1.8,-4.7,27,6,7.69,5.08,Baja
285.200012,101520,83,-2.499999,-6.899999,21,7,7.69,4.76,Baja
284.799988,101640,89,-1.199998,-6.799998,10,4.3,7.14,4.68,Baja
285.100006,101800,86,-0.499998,-7,339,5.7,7.14,4.72,Baja
285.199982,101870,85,2.3,-4.399999,278,1.6,7.14,4.98,Baja
284.799988,101900,85,3,-0.999998,268,4.7,13.79,5.03,Baja
284.200012,101970,92,1.100002,1.900003,203,1.4,5.88,5.15,Baja
285.099976,102040,86,1.6,2.300002,170,2.4,16,5.5,Baja
284.899994,102070,82,0.200002,3.400002,162,2.6,16,5.96,Baja
285.399994,102050,81,-1,2.800002,171,2.1,17.39,6.27,Baja
284.299988,102000,89,1.300002,1.8,275,3.4,14.81,6.65,Baja
284.799988,101900,86,2.6,3.000001,215,3.2,14.81,6.08,Baja
284.799988,101930,85,3.600002,4.800002,185,3.7,13.79,6.28,Baja
284.299988,101860,92,3.400003,4.100001,243,4.6,14.81,5.48,Baja
283.5,101870,100,3.100002,4.800002,232,4.2,13.79,5.37,Baja
284.399963,102010,95,2.100003,3.2,252,2.3,13.79,5.47,Baja
284.699982,102240,93,1.700001,2.8,212,3.3,14.81,5.25,Baja
284.499969,102360,97,0.5,3.2,219,3.6,14.81,6.09,Baja
283.799988,102530,99,1.3,1.5,184,2.8,14.81,6.45,Baja
284.599976,102610,93,1,0.7,162,2.6,13.79,6.51,Baja
285.700012,102670,86,3.200001,0.600002,226,2.9,13.79,6.34,Baja
285.299988,102550,89,5.100001,-0.799998,251,3.7,13.79,5.96,Baja
284.399994,102420,96,4.6,1.300002,270,2.6,13.79,6.21,Baja
284.699982,102210,93,5.3,1.8,235,3.7,13.79,5.43,Baja
285.100006,102030,89,4.300002,5.900002,219,5.7,5.56,3.71,Baja
284.699982,101670,92,2.4,9.2,204,7.3,5.26,4.11,Media
284.799988,101310,92,0.000002,11.900002,187,8.8,6.25,4.65,Media
284.799988,101000,92,-3.399998,11.600001,160,9.7,6.25,5.15,Moderada
284.799988,100890,93,-4.5,12,166,12.2,6.67,5.36,Moderada
284.899994,100600,97,-5.5,10.200002,150,10.7,7.69,5.51,Moderada
285.099976,100520,96,-8.899999,8.8,129,11.8,7.14,5.25,Moderada
285.299988,100440,95,-8.299998,7.600001,128,11.9,7.14,5.66,Moderada
285.499969,100520,93,-7.799998,7.000001,126,9.9,7.69,5.73,Media
285.200012,100450,98,-8.299998,4.5,122,10.5,7.14,5.38,Moderada
285.099976,100340,97,-9.1,1.800003,93,11.5,7.69,5.43,Moderada
285.5,100250,94,-9.199999,1.2,94,11.5,7.69,5.46,Media
285.299988,100370,99,-6.699998,0.2,81,7.5,7.69,5.73,Media
285.399963,100330,96,-2.799999,-1.499998,70,3.4,7.69,5.88,Media
285.399963,100500,96,0.500002,-3.599998,21,5.2,7.69,5.84,Media
285.5,100930,99,1.5,-4.099997,21,6.5,7.69,5.16,Media
286,101400,90,1.000002,-3.899998,23,6,6.67,5.26,Baja
285.700012,101930,91,-1.599998,-2.899998,40,3.2,7.69,5.82,Baja
285.200012,102180,95,-0.699998,-1.099998,47,1.8,6.67,5.63,Baja
285.399963,102340,92,-2.899998,0.900002,75,2.4,7.14,6.29,Baja
285.799988,102420,88,-5.7,1.4,99,5,9.09,4.74,Baja
285.600006,102270,91,-6.899999,1,99,5.1,6.25,4.99,Baja
284.999969,102210,95,-7.299998,0.400002,87,5.3,10.81,4.34,Baja
285.799988,102130,90,-7.6,-0.499998,75,4.8,12.12,4.64,Baja
286.099976,102010,86,-6.299998,-0.999998,96,5,10.81,4.23,Baja
285.799988,101790,89,-5.599997,0.2,83,3.8,5.56,4.87,Baja
284.699982,101690,95,-5.099997,-1.499998,95,5.9,5,4.07,Baja
284.999969,101640,94,-2.699998,-4.499999,25,4.9,4.76,4.26,Baja
285.199982,101660,90,0.600003,-5.1,347,4.3,6.25,4.64,Baja
284.799988,101670,92,2.3,-4.1,2,4.8,5.26,4.43,Baja
284.200012,101630,98,4.400002,-1.799997,312,2.4,5,4.56,Baja
284.699982,101610,94,4.8,0.700002,265,2.9,9.09,5.11,Baja
284.700012,101630,93,2.1,4.500001,193,3.6,8.33,5.45,Baja
284.5,101510,96,-0.099998,5.900002,194,5.8,7.69,4.2,Baja
284.599976,101390,95,-3.699998,5.900002,165,5.4,6.67,4.44,Baja
285.299988,101320,92,-5.1,6.300002,148,6.7,4,3.84,Baja
285.899994,101350,90,-5.099998,5.300002,124,5.3,4.55,4.09,Baja
285.799988,101300,95,-4.799998,4.800003,129,5.2,5.26,4.1,Baja
285.199982,101260,98,-4.1,2.8,131,3.7,5.56,4.73,Baja
285.700012,101210,94,-6.499999,2.8,122,6.6,4,3.99,Baja
286.100006,101060,89,-8.899997,-0.099998,94,6.4,6.25,4.17,Baja
285.899963,100730,93,-9.399999,-4.1,72,5.4,4.55,4.31,Baja
285.200012,100400,97,-6.299998,-7.2,59,5.4,4.55,4.17,Baja
285.799988,100460,91,-1.699998,-9.099997,18,5.4,5.56,4.57,Media
285.700012,100740,91,1.200001,-6,3,4.8,8.33,6.05,Media
285.799988,100990,94,1.000002,-2.5,5,0.4,8.33,5.95,Media
285.700012,101300,92,0.400002,0.300002,61,2.5,8.33,6.44,Baja
286.399994,101620,89,-1.099998,3.3,73,3.4,8.33,5.95,Baja
286.5,102070,86,-1.4,5,154,2.9,6.67,5.86,Baja
286.299988,102310,89,-2.799999,5.3,184,4.4,7.69,5.49,Baja
285.600006,102560,95,-6.1,3.800002,138,4.3,6.67,4.75,Baja
286.399994,102650,89,-9.5,1.3,117,6.9,6.67,4.19,Baja
286.600006,102550,91,-11.899999,3.100003,105,9,5.88,4.47,Media
286.499969,102320,96,-9.599998,5.500001,102,10,5.88,4.74,Media
285.899994,102410,100,-6.599998,6.4,129,6.7,7.14,5.29,Baja
286.700012,102420,96,-4.099998,6.600001,119,6.8,6.25,4.79,Baja
286.899994,102380,92,-3,7.700002,158,7,6.25,4.43,Baja
286.200012,102370,97,-0.199998,5.2,170,5.2,6.67,4.85,Baja
285.600006,102450,100,0.100002,2.6,166,2.1,7.14,5.1,Baja
286.599976,102630,95,2.2,0.000002,306,1.4,8.33,5.55,Baja
286.700012,102800,93,3.200001,0.000002,317,3.2,14.81,6.31,Baja
286,102890,97,2.500003,-1.599998,297,2.2,7.69,6.68,Baja
285.200012,103050,100,-0.899998,0.1,56,1.6,16,7.23,Baja
285.899994,103100,100,-0.699998,2.1,189,1.3,16,7.03,Baja
286.200012,103160,96,-0.899998,0.400002,298,0.4,14.81,6.81,Baja
285.799988,103020,100,-1.899998,1.7,144,1.6,16,7.91,Baja
285.299988,102960,100,-3.2,1.100002,130,2.4,16,8.08,Baja
286.100006,102810,99,-4.599998,0.300002,143,1.8,16,8.88,Baja
286.199982,102610,92,-3.599998,1.4,99,3.2,16,7.67,Baja
285.200012,102290,100,-3.2,0.900002,148,2.6,16,7.72,Baja
285.899994,102050,93,-0.599998,1.200001,126,2.6,14.81,7.03,Baja
285.799988,101890,95,0.8,1.200003,207,1,14.81,7.67,Baja
285.899994,101830,85,3.1,1.900002,224,2.2,14.81,7.02,Baja
285.199982,101870,96,1.200001,2.4,265,3.4,13.79,6.77,Baja
285.299988,101850,97,0.6,2.400002,210,1.4,14.81,7.71,Baja
285.399994,101910,96,0.4,2.500001,230,2.3,14.81,7.19,Baja
286.200012,102000,89,-1.2,3.900002,192,3.5,14.81,8.14,Baja
286,101890,92,-4.099997,5.900002,137,5.8,13.79,5.19,Baja
286.200012,101900,91,-5.099998,5.8,138,5.5,14.81,4.98,Baja
286.899994,101910,91,-2.099997,6.1,143,5.2,13.79,4.87,Baja
287.700012,102080,84,-0.299998,6.8,145,4.6,14.81,5.41,Baja
286.5,102210,93,3.7,4.7,231,5.4,14.81,4.7,Baja
286.299988,102360,96,0.100002,2.9,193,2.2,14.81,5.37,Baja
286.399994,102320,98,-1.399998,4.1,162,3.1,13.79,5.83,Baja
286.799988,102230,95,-3.9,3.900002,129,4,13.79,5.96,Baja
286.699982,102060,98,-4.5,6.5,137,5.2,12.9,4.89,Baja
286.899994,101920,96,-4.3,6.9,156,6.1,7.69,5.34,Baja
286.899963,101790,95,-0.4,8.700002,170,5.7,8.33,5.23,Media
286.799988,101850,92,1.200001,6.100003,174,5.8,7.69,5.33,Baja
286.200012,101900,98,1.600002,3.9,218,2.3,8.33,5.92,Media
286,101790,96,0,2.200001,242,3.3,8.33,5.93,Baja
286.399994,101730,95,-1.3,2.4,57,0.7,8.33,6.64,Baja
287.100006,101540,91,-3.2,2,34,4.3,7.69,6.47,Baja
286.899994,101130,96,-4.5,6.200002,135,8,7.69,4.84,Baja
286.799988,100750,97,-2,6.800003,147,6.2,6.25,4.79,Baja
286.399994,100490,100,-0.2,5.800003,197,6.5,6.25,4.76,Baja
287.100006,100220,98,0.500002,5.4,144,4.6,5.88,4.86,Baja
286.699982,99930,95,3.200001,2.700001,198,6.4,8.33,5.06,Baja
286.399963,99600,94,6.500001,0.100002,188,3.7,6.67,5.43,Baja
286.799988,99690,90,10.4,-3.599998,312,7.6,5.88,5.54,Moderada
286.899963,99980,89,14.500002,-3.4,298,13.2,7.14,5.56,Moderada
286.899963,100170,89,14,-0.899997,284,10.2,7.69,6.2,Media
286.199982,100370,92,12.3,3,266,10.4,7.69,5.16,Media
286.399963,100610,87,10.100001,5.100003,245,9.1,7.14,5.38,Moderada
286.399994,100720,90,6.700002,6.100001,241,7.6,8.33,6.04,Media
286.299988,100850,85,4.300002,2.100003,282,6.5,7.69,6.15,Media
285.799988,100850,88,2.000001,0.6,290,4.4,8.33,6.06,Media
286.100006,101020,86,1.600002,0.1,297,1.6,7.69,6.15,Baja
286.299988,101120,88,3,2.1,224,3.3,8.33,5.83,Baja
285.700012,100950,94,-2.099998,5.3,166,5.7,7.69,5.13,Media
286.599976,100220,96,-3.799999,7.8,121,10.3,10,5.04,Media
287.299988,99840,94,6.200002,6.100001,194,5.7,5.56,5.41,Media
287.700012,100080,89,7.700002,-0.499998,272,3.6,10.81,6.48,Moderada
287.499969,100310,91,10,-2.699998,334,9.3,10,6.25,Moderada
286.100006,100760,99,11,-1.299999,293,8.3,10.81,6.75,Media
286.100006,101090,91,8.300001,3.600002,252,7.2,10.81,6.38,Media
286.399994,101200,84,8,8,237,8.4,10.81,6.13,Media
286.299988,100980,89,2.4,7.900002,212,8.2,10.81,5.64,Media
285.299988,100640,100,2.600002,5.000001,193,3.4,10.81,6.44,Media
285.799988,100530,84,6.700002,1.700001,304,5.6,9.09,6.28,Media
286,100580,84,8.7,3.800002,266,6.2,9.09,5.88,Media
285.599976,100640,90,8.5,3.900002,238,4.2,7.69,5.78,Media
285.099976,101020,93,8.600001,0.500002,260,7.3,7.69,5.82,Media
286.200012,101330,88,7.800002,3.300002,270,7.5,10,5.78,Media
286.5,101480,89,7.500001,8.4,230,7.5,9.09,6.26,Media
286,101380,94,8.900002,7.900003,235,8.1,10,6.27,Media
285.499969,101270,96,8.7,7.1,236,8.9,10,6.12,Media
286.200012,101310,91,6.2,5.1,245,7.5,7.14,5.79,Media
285.899963,101200,86,2.900002,2.7,237,8.4,10,5.97,Media
285.699982,101130,91,-3,3.200001,179,3.2,7.69,6.01,Media
286.199982,100810,97,-4.499999,6.6,141,6.3,9.09,5.89,Baja
286.799988,100360,99,0.000002,10.3,123,8,7.69,4.66,Baja
288,100170,90,7.200003,10.700002,181,7.8,4.55,4.63,Media
286.5,100160,97,9.900002,10.300001,231,10.7,6.67,5.41,Moderada
286.5,100200,93,5.600001,8.300001,208,9,8.33,6.1,Media
286.799988,100300,89,5.1,7.600001,198,7.7,7.69,5.89,Media
287,100300,85,4.100003,7.800003,174,7.2,8.33,5.66,Media
286.299988,100220,82,4.400002,5.700002,262,3.4,7.69,6.18,Media
284.999969,100100,89,6.200002,6.500001,199,3.9,8.33,5.88,Media
285.700012,99920,89,1.000002,5.7,153,3.7,7.69,6.14,Media
286.899994,100000,83,1.000002,-1.5,41,3.6,9.09,6.25,Media
286.5,100250,84,3.300002,-6.699998,22,6.5,9.09,5.72,Media
286.399994,100620,85,4.8,-7.599998,8,7.2,10,5.65,Media
286.799988,101030,85,4.100001,-5.699998,350,5.1,9.09,5.66,Media
286.799988,101290,84,5.300002,-0.799997,328,1.9,8.33,5.82,Baja
286.200012,101110,85,1.500003,5.400002,191,4.6,7.69,6.51,Media
286,100640,93,0.4,10.000002,184,8.2,7.14,5.16,Media
286.100006,100260,97,3.500001,8.8,186,9,5.88,5.13,Media
286.100006,100310,93,10.600001,5.6,245,6.4,7.69,5.17,Media
286.200012,100260,91,8.600001,7.2,227,7.9,7.14,5.26,Media
285.399994,100150,100,4.900003,9.4,205,8,7.69,5.5,Media
286.399994,99990,89,5.7,7.8,205,8.6,8.33,6.05,Media
286.299988,100120,78,9.5,4.300002,240,9.8,9.09,5.94,Media
286.200012,100330,77,10.5,7.000001,232,8.1,10.81,5.97,Moderada
285,100370,83,9.8,10.900002,231,10.2,7.14,6.06,Moderada
285.600006,100620,85,8.2,11.600001,213,12.1,9.09,6.15,MuyAlta
285.599976,100930,84,10.5,10,210,12.4,10,7.08,Moderada
285.700012,101270,87,8.600001,7.700002,222,9.1,10.81,6.77,Moderada
285.099976,101450,87,7.700002,7.7,226,9.1,9.09,6.49,Media
285.799988,101610,77,5.2,7.6,230,5.7,9.09,5.95,Media
285.799988,101730,77,1.800002,5.100001,218,6.6,7.69,5.77,Media
285.899994,101520,88,-6.599998,4.200002,161,4.5,8.33,6.06,Media
286.399994,100910,98,-10.1,6.9,90,11.1,4.17,4.66,Baja
287.700012,100450,94,-4.499999,16.300001,153,8.8,5.26,4.76,Moderada
287.799988,100180,91,-5.999999,18.700001,149,13.3,7.69,6.24,MuyAlta
286.999969,99910,96,-5.899999,13.8,156,13.7,10.81,6.99,MuyAlta
287.299988,99630,94,-7.9,11.8,136,15.5,10,7.04,Moderada
286.299988,99540,99,-1.799999,8.2,167,6.9,10.81,7.16,Moderada
286.5,99480,94,2.600003,7.200002,215,4.2,10,6.91,Moderada
285.799988,99630,84,12.100001,4.500003,247,8.6,9.09,6.36,Moderada
285.399994,99880,77,8.300001,9.300001,224,8.8,9.09,6.67,Moderada
286,99860,86,0.400003,15.300003,179,12.1,8.33,6.15,Moderada
286.299988,99900,90,4.9,14.1,204,10.6,8.33,6.77,Moderada
285.899994,100030,92,5.800002,10.4,201,7.7,9.09,6.86,Moderada
285.399994,100340,93,7.1,9.000002,216,10.4,9.09,6.46,Moderada
286,100500,87,3.100002,7.900002,203,8,9.09,6.15,Media
286,100600,87,6.100001,6.4,213,7.7,8.33,5.77,Media
285.600006,100850,80,7.6,3.000001,218,6.6,7.69,6,Media
285.100006,101160,82,7.600001,2.800002,269,7.3,7.69,5.5,Media
285.399994,101500,75,6,3.600002,243,7.2,7.14,5.71,Media
284.999969,101580,76,5.600001,2.100002,224,4.7,8.33,6.1,Media
284.5,101670,77,5.3,1.700001,269,7.2,8.33,6.22,Media
283.999969,101720,77,4.600001,1.6,260,5.4,8.33,5.83,Media
284.5,101880,79,2,2.3,238,2.5,7.69,6.33,Baja
285,101890,74,-3.099998,4.200002,158,3.7,6.67,5.43,Baja
285.200012,101550,75,-9.799998,6.500001,113,8,6.67,4.32,Media
285.700012,101240,76,-13.199999,8.1,119,11.3,5.88,4.85,Moderada
286.200012,100550,89,-17,9.300001,114,14.9,7.69,6.03,Moderada
287.100006,100280,99,-3.999999,13.600001,134,12.1,9.09,6.49,Moderada
286.600006,100530,99,-1.3,10.900003,155,10.2,9.09,6.36,Moderada
286.100006,100680,100,-4.099997,10.300001,163,10.1,12.12,6.39,Moderada
287.100006,100900,93,0,8.9,196,6.5,8.33,7.05,Moderada
286.100006,101060,100,-3.899998,4.7,129,3.5,12.12,7.99,Moderada
286.199982,100670,100,-6.099998,2.6,37,5.4,12.9,7.88,Moderada
287,100230,100,-10.7,6.700002,124,8,11.43,6.93,Moderada
288.200012,99590,91,-8.799997,13.4,130,13.3,6.67,5.89,MuyAlta
286.5,100050,99,4.2,15.2,214,11.5,9.09,6.93,Moderada
285.399994,100770,88,4.100001,6.6,190,7.6,9.09,7.25,Moderada
285.5,101030,78,-0.399998,4.6,190,4.9,9.09,6.55,Moderada
285.200012,101010,89,-3.3,3.4,119,2.1,9.09,6.84,Media
285.999969,100890,93,-1.399998,2.6,195,1.9,7.69,5.9,Media
285,100760,100,1.100002,6.200002,214,4,8.33,6.38,Media
285.699982,100810,88,-0.099998,9,187,4.8,8.33,6.43,Baja
285.399994,100630,97,-0.4,10.1,193,7.4,7.14,5.27,Media
286.100006,100300,95,0.9,11.000002,160,9.1,6.25,5.52,Media
285.399963,100150,98,6.1,9.100001,200,7.2,6.67,5.89,Media
285.399994,99940,93,5.100001,8.000002,197,6.2,7.14,5.6,Media
285,99860,90,5.3,6.3,207,5.6,8.33,6.64,Media
285.299988,99670,85,6,6.4,215,5.4,7.14,5.91,Media
285.100006,99710,83,5.300002,3.700001,229,4,12.9,7.05,Media
284.799988,99820,89,8.1,2.600003,246,6.1,8.33,6.49,Media
285.299988,100140,85,9.300001,2.500001,246,5.7,10,6.5,Media
285.899963,100530,82,10.2,3.7,264,5.9,10,6.27,Media
285.100006,100780,89,9.200002,3.1,269,8.4,7.69,5.56,Media
284.700012,100940,86,5.3,6.2,228,6.9,6.67,5.87,Media
285.099976,100950,78,1.600002,3.3,177,2.6,10,6.03,Media
285.299988,100950,74,2,2.9,239,3,7.69,6.04,Baja
284.699982,101010,81,3.600002,3.1,207,3.3,10,6.11,Baja
284.599976,101250,83,4.900002,0.100002,236,3.4,7.69,6.07,Baja
285.200012,101710,76,3.3,-1.1,306,6.1,10,5.81,Baja
285.399994,102020,77,3.800002,-0.899997,288,3.8,9.09,6.21,Baja
284.700012,102280,88,4.2,-1.7,305,3.5,8.33,6.47,Baja
284.299988,102580,86,1.600002,-1.499997,287,2.7,7.69,6.69,Baja
284.700012,102840,80,1.400002,-0.899998,264,2.4,7.69,6.12,Baja
284.899994,102910,77,2.300002,0.6,244,3.3,7.69,6.51,Baja
284.799988,102930,74,1.200001,0.300003,273,2.2,8.33,6.11,Baja
284.299988,102970,75,1,2.400002,274,2.3,7.69,6.54,Baja
284.899994,102910,72,2.100003,1.100002,256,4.6,7.69,5.07,Baja
284.899994,102800,76,0.500002,3.200001,210,2.7,8.33,6.23,Baja
284.799988,102670,81,-0.7,3.900003,211,4.5,6.67,5.17,Baja
285.200012,102600,80,-1.399998,4.6,176,4.3,7.69,6.93,Media
285.600006,102380,82,-0.199997,6.800002,166,7.1,10,4.9,Media
285.700012,102260,89,2.100002,8.000003,199,6.5,10,6.01,Media
285.799988,102050,93,2.200001,7.600001,203,6.7,9.09,5.24,Media
285.199982,101950,99,2.8,8.2,192,7.4,10,5.99,Media
285.600006,101810,99,0.9,6.9,200,6.1,9.09,5.46,Baja
285.600006,101510,100,1.600002,6.800003,195,4.4,10,5.78,Media
286.200012,101080,98,1.500002,9.8,199,7.1,9.09,5.3,Moderada
285.700012,100220,100,2.3,15,171,12.4,6.67,5.6,Moderada
285.599976,99910,88,11,6.800003,215,8,8.33,6.08,Moderada
285,99930,75,14.6,2.000001,253,8.9,8.33,5.91,Moderada
284.5,99770,81,12.8,3.1,260,9.1,9.09,6.03,Moderada
283.999969,99610,89,10.500002,5.100001,251,9,9.09,6.82,MuyAlta
284.299988,99390,79,6.900002,3.200001,211,3.5,13.79,8.45,MuyAlta
284.5,99580,73,4,-4.299998,359,2.3,14.81,9.75,MuyAlta
283.799988,100150,83,2.8,-8.699999,342,6.2,12.9,9.43,Moderada
284.399994,100630,81,5.6,-3.899998,307,7.5,12.9,9.01,Moderada
284.899994,100700,81,7.7,-1.699998,298,6.1,12.9,7.11,Media
285.5,100800,76,9.2,-0.899998,271,5.1,12.12,7.44,Moderada
284.700012,100800,81,9.300001,-1.799999,281,8.9,9.09,6.44,Media
284.399994,101040,83,6.2,-6.799998,334,7.2,8.33,6.25,Media
285.700012,101500,80,5.300002,-7.499999,316,7,9.09,5.73,Media
285.100006,101930,90,6.6,-6.4,324,7.5,7.14,5.68,Media
284.600006,102200,87,7.6,-5.099998,297,6.6,8.33,5.15,Media
284.200012,102360,84,7.9,-4.499999,296,7.2,8.33,5.31,Media
284.999969,102460,71,8.200002,-2.899998,285,8.1,8.33,5.14,Media
284,102410,83,6.3,-0.7,276,6.2,7.69,5.21,Baja
284.299988,102240,91,4.500001,5.000001,263,5,7.69,4.98,Baja
285.199982,101810,100,5.3,10.000002,200,9.7,5,4.53,Media
286.200012,101480,100,11.200002,11.1,237,11.2,6.25,4.85,Media
285.899994,101310,100,12.000002,5.4,248,9.3,7.69,5.75,Media
285,101350,100,9.6,2.5,268,9.2,7.69,5.36,Media
285.200012,101500,98,4.800002,1.3,269,6.1,7.69,5.82,Media
284.799988,101420,100,-0.1,3.1,240,3.5,8.33,5.66,Media
284.899994,101040,100,-0.9,5.000003,214,2.3,10,6.61,Media
284.599976,100720,100,2.000001,5.200002,147,2.5,10.81,7.48,Media
285.299988,100490,100,1.300002,6.600001,136,7,8.33,6.62,Media
285.600006,100340,98,5.000001,5.1,169,6.1,10,5.93,Media
284.699982,100390,99,7.600001,5.9,217,6.5,9.09,5.59,Media
284.299988,100550,88,7.500001,4.500001,244,9.4,7.14,5.28,Media
284.399963,100780,76,6.100001,3.600002,230,8.4,6.67,5.6,Media
283.999969,100970,77,5.7,0.800002,251,6,7.69,6.2,Media
283.600006,101260,71,2.200001,0.800002,239,3.5,9.09,6.94,Media
283.5,101310,73,-2.699998,3.4,160,1.5,9.09,7.01,Media
284.700012,101040,80,-9.4,5.2,135,5.7,8.33,6.26,Media
284.700012,100520,98,-13.699999,6.600001,113,10.9,4.55,4.86,Moderada
286.100006,99760,99,-5.7,10.400002,108,13.4,6.67,5.77,Moderada
285.999969,99690,100,7.2,13.000002,198,9.5,8.33,6.25,Media
285.599976,99970,100,4.4,11.400003,204,8.7,7.69,5.52,Media
285.700012,100110,100,0.500002,10.800001,182,7.4,8.33,5.83,Media
285.899994,99950,100,-4.3,11,153,6.8,9.09,5.57,Media
285.700012,99620,100,-3.199998,10.300001,150,2.8,8.33,6.02,Media
285.5,99700,95,5.6,11.900002,199,8.6,8.33,5.75,Moderada
285,100150,88,4.600001,14.600001,200,11.9,7.14,5.88,Moderada
284.799988,100480,88,4.8,12.800001,203,10.5,9.09,6.63,Moderada
284.899994,100700,88,4.100001,12.9,199,10.6,10.81,6.84,Moderada
284.799988,100880,83,3.800002,9.000002,206,7.5,10.81,6.48,Moderada
285,100890,80,-0.9,6.2,171,4.4,9.09,6.91,Media
284.899994,100890,81,-2.399998,3.600002,182,5,9.09,6.24,Media
284.600006,100850,81,-3.2,-1.399998,173,2.3,8.33,6.51,Media
284.699982,101040,80,-3.499999,-1.5,165,1.2,8.33,6.03,Baja
285.200012,101320,77,0.800002,0.200002,240,1.7,7.14,6.45,Baja
284.799988,101580,76,-0.4,1.1,212,2.2,8.33,5.52,Baja
284.5,101950,81,1.5,2.400002,239,3.1,7.14,6.16,Baja
284.5,102240,74,1.100002,0.200002,302,3.7,7.69,6.01,Baja
284.899994,102530,76,0.7,-0.999998,305,2.8,7.69,6.39,Baja
284.399963,102790,84,-1,0.8,244,0.6,7.14,6.06,Baja
284.599976,102920,86,-1.499998,2.2,155,1.9,7.69,6.21,Baja
284.5,102880,84,-6.199998,5.6,133,6.2,6.67,4.65,Baja
285.200012,102730,79,-6.399999,11.000003,150,9.5,4.17,4,Media
284.899994,102250,95,-8.999998,13.700002,145,11.8,5.88,4.89,MuyAlta
285.600006,101790,100,-8.899999,19.000002,155,15.6,7.69,6.54,Moderada
285.700012,101570,100,-1.399997,13.8,182,10.9,10.81,6.74,Moderada
285.299988,101470,100,-0.1,8.700002,208,5.8,10,7.28,Moderada
286.299988,101070,100,-3.999999,6.500003,96,7.8,10.266043,6.676096,Media
286.199982,100920,100,0.300002,11.4,180,9.9,9.09,5.76,Media
285.299988,101030,100,3.000003,7,240,5.8,7.69,6.28,Moderada
284.599976,101050,100,0.800002,5.6,208,0.2,10.266043,6.676096,Media
284.899994,101330,100,1.5,6.100003,174,5.4,7.69,6.48,Media
285,101420,97,1.200003,4.700002,194,5.3,13.79,6.95,Media
284.699982,101410,85,6.400002,6.300002,214,9.1,10.835044,7.040209,Moderada
284.399994,100580,96,6.700002,16.4,193,11.9,10.81,5.89,MuyAlta
284.200012,100190,89,16.5,4.200002,269,14.1,9.09,6.89,MuyAlta
