@relation 'AlturaOla-weka.filters.unsupervised.attribute.MathExpression-E100*A-R1-10,12-15-unset-class-temporarily-weka.filters.unsupervised.attribute.MathExpression-EA-273.15-R2-12-unset-class-temporarily'

@attribute air numeric
@attribute pres numeric
@attribute rhum numeric
@attribute uwnd numeric
@attribute vwnd numeric
@attribute WDIR numeric
@attribute WSPD numeric
@attribute GST numeric
@attribute DPD numeric
@attribute APD numeric
@attribute PRES numeric
@attribute ATMP numeric
@attribute WTMP numeric
@attribute DEWP numeric
@attribute Class_WVHT {Baja,Media,Moderada,MuyAlta}

@data
14.249994,101550,82,4.300002,-1.1,276,3.7,4.3,14.81,7,101510,15,-257.05,-261.15,Baja
13.949976,101550,84,3.7,0.3,278,2.5,3.6,14.81,5.54,101510,14.4,-257.55,-261.85,Baja
13.35,101440,87,3.600002,4.000001,224,5.2,7.1,5.56,3.94,101420,13.5,-257.65,-261.55,Baja
13.649988,101220,92,3.2,9.000002,195,8.5,10.3,3.33,3.58,101190,14.1,-258.05,-261.35,Media
13.85,101130,97,5.300002,8.5,202,9.4,11.5,5.88,4.67,100970,14.1,-257.85,-259.05,Baja
14.050012,101030,96,8.100001,3.6,251,6.1,8.1,6.25,4.51,100940,14,-258.15,-259.85,Baja
13.450006,101050,95,9.700002,-0.899998,267,6.8,8,6.67,4.42,100970,13.9,-258.15,-260.05,Media
13.749994,101220,86,10.400002,-1.799999,277,7.7,8.8,7.69,4.87,101100,14.1,-258.05,-260.65,Media
14.050012,101240,86,8.300001,2.1,252,8.2,10,8.33,5.33,101140,14,-258.05,-261.25,Media
14.149988,101020,93,6.400002,4.000001,233,6.4,7.4,8.33,5.29,100930,13,-257.95,-260.65,Media
13.749994,100950,93,7.900002,-0.1,309,4.6,5.5,8.33,6.69,100840,13.4,-257.85,-260.85,Baja
14.050012,101010,88,8.300001,1.5,254,5.7,6.4,6.67,5.19,101010,14.2,-257.95,-261.45,Baja
13.950006,101090,91,5.8,4.500001,232,4.6,5.5,7.69,5.57,101050,13.4,-257.75,-261.35,Baja
13.35,100890,100,3.2,5.1,202,3.8,4.6,7.14,5.05,100890,13.7,-257.95,-260.35,Baja
13.35,100900,94,7.4,-2.2,350,5.4,6.2,7.14,6,100930,13.5,-257.85,-260.15,Media
13.950006,101330,86,8.800001,-5.1,314,7.9,9.4,7.69,4.83,101330,14.6,-257.95,-261.45,Baja
14.85,101840,85,8.7,-4.6,306,8.9,11.1,7.69,4.27,101700,15,-257.75,-260.85,Media
14.35,102120,88,8.5,-1.7,271,8.1,9.2,6.67,5.18,101960,14.8,-257.85,-260.35,Media
13.35,102240,89,9.500002,-1.599997,279,8.1,9.5,7.69,4.79,102140,14.3,-257.95,-260.25,Media
13.449976,102370,80,7.000001,-0.1,273,5.4,6.8,8.33,5.7,102330,14.2,-257.95,-261.45,Baja
13.649988,102410,74,7.000001,1.3,265,3.5,4.2,7.69,5.44,102420,14.4,-257.45,-262.25,Baja
13.550012,102380,78,3.300002,0.7,302,3.1,4.5,7.14,5.34,102380,14.1,-257.55,-261.95,Baja
12.85,102330,82,2.800002,-0.2,280,3.2,4.3,6.25,5.16,102340,13.7,-257.75,-262.35,Baja
13.050012,102280,84,2.2,-1.699997,237,3.5,4.4,5.88,5.46,102350,11.8,-257.75,-261.65,Baja
13.85,102380,77,1.800002,-3.099998,326,4.1,4.8,6.67,4.68,102340,13.8,-257.45,-263.05,Baja
13.649988,102390,77,2.400002,-1,301,2.6,3.3,12.12,6.33,102360,14,-257.65,-262.05,Baja
13.450006,102390,75,1.7,1.8,230,3.3,4.6,12.12,4.74,102320,14.3,-257.85,-265.65,Baja
13.249994,102260,85,-0.599997,6.8,187,4.5,5.4,10.81,4.26,102300,14.1,-257.75,-263.95,Baja
13.749994,102120,94,-1.1,8.4,164,8.4,9.6,3.33,3.21,102130,14.3,-257.85,-261.25,Baja
14.35,102020,97,5.300002,5.800002,229,6.1,7.3,5.26,4.29,101990,14.3,-257.85,-259.55,Baja
14.149988,101910,100,6.000001,6.300002,209,5.4,6.3,6.25,4.28,101890,14.5,-257.95,-259.35,Baja
14.950006,101930,93,9.5,2.600002,250,6.3,7.5,6.25,4.33,101850,14.4,-257.95,-258.85,Baja
14.749994,102130,92,12.7,-0.1,265,7.5,8.8,7.14,4.52,102060,14.7,-257.75,-259.05,Media
14.35,102340,92,10.400002,0.700003,271,6.2,8.2,8.33,5.09,102180,14.5,-257.75,-258.95,Media
13.249994,102420,99,10.7,1.9,265,8.5,10.8,8.33,5.34,102300,13.8,-257.95,-259.95,Media
14.450006,102520,94,10.3,5.300002,229,9.6,11.6,9.09,5.32,102340,14.5,-257.95,-258.65,Media
14.85,102380,90,11.600001,10.1,224,12.2,15.4,5.88,4.92,102180,14.8,-257.85,-258.55,MuyAlta
15.149988,102100,94,12.200002,12.3,225,13.9,17.3,8.33,6.68,101830,14.8,-258.15,-258.65,MuyAlta
14.35,101830,96,15.400002,8.900002,238,14.3,17,11.43,7.22,101510,14.8,-258.95,-258.55,MuyAlta
14.050012,102010,92,12.800001,4.000001,262,11.5,14.5,10.81,7.73,101740,14.1,-259.05,-260.95,Moderada
14.35,102160,86,11.200002,1.5,261,11.5,13.9,11.43,6.91,101900,14.3,-259.05,-260.95,Moderada
13.149988,102120,85,9.400003,-1.7,275,9.3,11.1,10,7.16,101990,13.9,-259.05,-261.75,Moderada
12.950006,102150,81,10.1,-0.199998,270,8.7,10.4,9.09,6.45,102000,13.5,-259.05,-261.65,Media
13.149988,102130,83,9.600001,0.1,266,7.9,9.3,7.14,5.6,102020,13.5,-259.15,-261.55,Media
13.950006,102030,81,10.9,1.2,267,7.8,9.2,7.69,6.16,101930,13.9,-259.05,-261.45,Media
13.050012,101840,91,9.700002,-1.499998,288,7.8,9.7,10.81,5.34,101800,13.8,-258.95,-260.95,Media
13.35,101890,88,8.1,-3.399998,279,8.4,10.5,7.69,5.46,101760,13.5,-259.05,-261.25,Media
14.249994,102040,82,5.900002,-3.799999,315,6.3,7.4,7.14,5.26,101900,13.9,-258.95,-261.05,Media
14.349969,102050,79,6.7,-0.7,284,4.3,5.6,7.69,5.71,102020,13.6,-258.85,-261.25,Baja
13.749994,101890,84,1.500002,2.9,229,3.7,4.3,7.14,5.06,101870,13.7,-258.75,-261.05,Baja
13.149988,101380,91,-1.6,8.3,178,5.8,7,7.14,5.26,101530,13.5,-258.85,-262.25,Baja
13.649988,100670,95,-5.699998,11.200003,137,12,14,4.17,4.11,100990,12.5,-258.75,-261.65,Media
14.149988,100050,94,7.700003,12.800001,178,9.8,11.7,6.25,4.98,100160,14,-258.75,-259.15,Moderada
13.949976,99690,83,17.800001,9.500002,237,12.8,15.4,7.69,5.44,99540,13.8,-258.85,-262.75,MuyAlta
13.649988,99690,87,18.4,7.700002,232,13.8,17.4,10,7.4,98990,13.2,-258.95,-260.55,MuyAlta
14.649988,99770,85,19.4,2.5,290,10.4,12.2,10,7.2,99330,13.8,-258.95,-261.45,MuyAlta
14.050012,100200,85,19.6,2,272,13.6,16.7,10,6.75,99850,14,-259.15,-260.95,Moderada
14.050012,100490,83,16.100002,0.4,280,12.7,15,9.09,6.32,100150,14.1,-259.15,-261.05,Moderada
13.35,100640,89,12.7,0.500002,291,11,13,8.33,6.67,100460,13.4,-259.25,-261.35,Moderada
13.549982,100680,84,12.200002,0.600002,280,9.2,10.9,10,6.07,100560,13.6,-259.25,-261.85,Moderada
13.950006,100860,77,9.500002,1.100002,271,9.6,12,9.09,6.29,100700,13.8,-259.05,-262.55,Moderada
13.550012,100940,78,7.800002,-0.299998,278,6.4,7.7,10,6.1,100820,13.4,-259.15,-262.75,Moderada
13.349969,100990,85,4.400002,-0.6,259,4.2,5.1,9.09,6.8,100970,13.3,-259.15,-262.65,Media
13.950006,101300,81,1.1,-2.5,30,0.6,1.3,10,6.06,101290,13.9,-259.25,-262.75,Media
14.85,101610,78,-1.5,-3.5,40,2.5,3.4,9.09,6.88,101630,14.4,-258.05,-262.55,Media
13.85,101920,85,-3.6,-4.899999,61,3.3,4,7.69,6.31,101960,14.2,-258.85,-261.35,Baja
13.450006,102220,88,-1.099998,-4.399997,1,2.1,2.5,8.33,6.59,102250,13.8,-259.15,-260.95,Baja
13.649988,102400,89,-0.8,-5.8,354,2.8,3.3,7.69,6.07,102430,14.1,-259.05,-261.45,Baja
14.249994,102490,83,3.100002,-4.399999,321,4.1,5,16,6.44,102480,14.2,-258.45,-261.65,Baja
12.950006,102480,91,2.500001,-4.699998,310,4.7,5.5,7.14,5.25,102440,13.9,-258.75,-261.55,Baja
12.550012,102390,92,3.500003,-3,293,3.5,5.4,14.81,6.75,102420,13.1,-258.85,-262.65,Baja
12.549982,102350,90,4.1,-1.3,268,4.2,5.1,13.79,5.94,102330,13.5,-258.75,-261.95,Baja
12.85,102250,83,5.500001,1.400002,258,5.5,7,13.79,4.42,102150,13.1,-258.65,-262.75,Baja
12.649988,101820,86,7.600001,4.1,240,7.3,8.6,4.76,4.06,101780,13.2,-258.75,-261.25,Baja
13.249994,101470,90,9.5,4.4,249,7.7,9,12.9,4.44,101340,13.5,-258.85,-260.65,Baja
14.149988,100930,93,11.800001,1.800002,259,7.5,8.9,5.26,4.36,100880,14.1,-258.75,-259.95,Media
14.35,100510,88,13,-0.199997,283,9.7,12.6,5.88,4.66,100470,14.4,-258.65,-260.85,Moderada
13.149988,100000,85,11.7,-2.8,295,11,13.4,7.69,6.06,99940,13.6,-258.55,-262.85,Moderada
12.950006,99470,78,14.600001,-7.6,300,8.8,10.8,10.81,6.8,99370,13.7,-258.55,-261.45,MuyAlta
13.149988,99370,75,9.700002,-9.799998,335,13.3,17.2,10,7.42,99110,13.3,-258.75,-262.35,Moderada
14.450006,99390,77,6.100001,-8.099997,1,7.5,9.1,10.81,7.72,99330,14.1,-258.85,-261.65,Moderada
13.349969,99550,79,6.1,-9.9,353,6.9,8.2,10,7.56,99600,13.5,-258.95,-264.75,Moderada
13.049982,99460,71,10.400002,-9.599998,323,10.7,12.6,10.81,6.2,99510,13.6,-259.05,-264.95,Moderada
13.449976,99450,75,10.7,-7.799998,312,8.9,10.8,9.09,6.59,99370,13.7,-258.85,-266.25,Moderada
13.450006,99170,76,9.5,-1.599998,291,7.3,8.4,9.09,6.28,99230,13.3,-258.75,-264.75,Media
12.35,98870,88,9.100001,1.900002,262,6.8,8,10,5.91,98910,12.7,-258.75,-264.45,Media
11.85,98600,83,14,-5.099998,283,11.2,13.5,7.69,5.16,98580,12,-258.95,-264.05,Moderada
12.149988,99000,65,14.600001,-7.499999,301,12.4,14.5,8.33,6.21,98780,12.6,-258.95,-266.15,MuyAlta
12.249994,99240,66,18.200001,-4.7,290,14.3,17.1,10,6.5,99020,12,-258.95,-266.05,MuyAlta
11.549982,99660,68,14.9,-4.3,286,13.8,18.1,11.43,7.35,99360,12.2,-259.05,-266.55,MuyAlta
12.050012,99750,75,14.600001,-3.399998,292,12.7,15.3,10.81,7.68,99600,12,-259.25,-267.65,MuyAlta
12.149988,99910,69,15.800003,-1.8,288,12.1,15,10.81,7.44,99740,12.2,-259.25,-266.55,MuyAlta
11.249994,99770,71,15.900002,-5,290,11.3,14.3,11.43,7.25,99720,10.3,-259.35,-268.05,MuyAlta
11.450006,100020,74,10.700002,-11.999998,358,12,15.1,10.81,7.18,99910,11.6,-259.55,-267.05,Moderada
12.349969,100500,74,4.300002,-12.2,11,10,11.6,10.81,7.36,100450,12.6,-259.65,-265.25,Moderada
13.549982,100950,72,5.500001,-8.699999,333,5.9,7.4,10,6.5,100970,13.4,-259.75,-263.35,Moderada
13.649988,101090,73,9.5,-6.8,317,8.5,9.9,10,6.05,101110,13.2,-259.75,-263.25,Media
13.35,101300,69,7.600001,-6.8,313,7.7,9,8.33,5.67,101280,12.7,-259.85,-263.65,Media
13.249994,101410,61,7.200003,-9.399999,338,9.8,11.4,8.33,5.46,101360,13.2,-260.05,-264.75,Media
13.149988,101710,80,4.3,-7.6,346,6.6,7.5,7.69,5.28,101630,13.2,-260.05,-262.95,Baja
13.349969,101820,75,5.5,-4.599998,313,5.2,6.4,6.67,5.04,101830,13.2,-259.75,-262.45,Baja
12.549982,102020,84,5.500001,-2.599997,300,4.1,4.7,7.14,4.92,101950,13,-259.85,-264.35,Baja
11.950006,102040,88,5.3,-0.899997,280,3.4,4.3,5.56,4.87,101980,12.2,-259.85,-263.15,Baja
12.649988,101990,89,4.600001,1.800002,241,2.7,3.3,14.81,5.16,102040,12.2,-259.85,-263.55,Baja
13.249994,101940,94,3.500001,5.5,186,3.9,5,12.9,5.26,101970,12.7,-259.85,-264.35,Baja
12.550012,101760,100,4.500003,8.200003,193,6.6,7.7,3.13,3.46,101770,12.9,-259.65,-260.35,Baja
12.949976,101320,100,4.2,8.500002,198,6.5,7.7,13.79,4.36,101430,13.2,-259.75,-260.15,Baja
13.349969,100950,98,4.700002,7.6,156,8.5,10.4,13.79,4.56,100970,13.3,-259.65,-260.05,Media
13.450006,100800,93,13.5,2.100002,270,11.5,13.9,5.26,4.75,100630,12.9,-259.65,-260.65,Media
12.950006,100780,91,15.400002,-2.6,283,9.9,11.8,9.09,5.56,100710,12.7,-259.75,-260.85,Moderada
12.249994,100960,96,13.5,-1.099997,287,7.4,10,7.69,6.05,100850,12.3,-259.85,-261.25,Moderada
12.649988,101220,93,12.2,-2.7,289,9.6,11.4,8.33,5.44,101040,12.7,-259.75,-261.75,Moderada
13.050012,101380,89,11.300001,-2.6,297,8,10.3,8.33,5.86,101200,13.3,-259.85,-261.65,Media
13.149988,101440,85,10.4,-1,284,8.6,10.6,6.25,5.08,101280,13.4,-259.85,-261.95,Media
12.550012,101390,90,9.5,-0.1,267,8.1,9.5,6.67,5.17,101320,12.7,-259.85,-261.85,Media
12.849969,101380,88,7.600001,-1.299999,284,7.3,8.4,5.88,5.19,101330,12.9,-259.75,-262.25,Baja
13.049982,101480,88,7.400002,-0.3,279,7.2,8.4,11.43,4.89,101430,13,-259.65,-261.75,Baja
12.749994,101410,87,8.900002,2.400002,263,5.6,6.5,11.43,4.92,101410,12.7,-259.65,-262.05,Baja
12.449976,101340,85,9.3,3.5,242,4.8,5.8,10,5.1,101300,12.2,-259.65,-262.55,Baja
11.85,101310,87,8.500002,0.7,262,7.4,8.9,13.79,5.08,101200,12.1,-259.75,-263.55,Baja
12.749963,101260,79,6.5,-0.699998,273,4.3,5.6,13.79,6.05,101270,12.7,-259.45,-263.25,Media
11.949976,101090,80,-1.999998,2.200001,98,1.2,1.9,12.9,7.75,101140,12.3,-259.55,-263.55,Media
12.249994,100830,86,-7.099998,0.200002,118,3.2,4,12.12,8.51,100970,12,-259.65,-263.35,Media
12.050012,100900,89,-4.3,-3,107,2.3,3.1,11.43,8.68,101040,12.8,-259.95,-263.45,Baja
12.749994,101150,82,-0.099998,-0.199998,191,1.7,2.4,11.43,7.58,101150,13.1,-259.55,-263.45,Media
12.749994,101160,85,1.900002,2.800002,200,4.3,5,12.12,7.25,101190,12.9,-259.25,-262.85,Media
12.649988,101160,87,0.900002,6.900002,195,5.1,6.1,11.43,7.53,101130,12.7,-259.55,-262.45,Media
12.549982,100890,92,0.000002,10,194,7.9,9.3,10,6.46,100900,12.6,-259.85,-261.25,Media
13.649988,100520,98,-1.199998,15.4,170,10.5,12.7,10,5.24,100520,13.1,-260.05,-260.85,Moderada
14.249994,100320,97,4.800002,13.7,208,10.5,12.4,7.14,5.54,100170,13.8,-260.05,-259.45,Media
12.950006,100570,100,5.3,7.7,228,6.8,8.4,8.33,6.2,100540,13.4,-260.15,-260.65,Media
14.149988,100230,95,-0.599998,9.4,161,4.7,5.7,8.33,5.86,100380,13,-260.15,-260.55,Moderada
12.85,100070,100,8.700002,9.6,199,12.4,14.9,6.67,5.59,99690,13.9,-259.85,-259.35,Moderada
12.550012,100690,92,10.200002,5.3,245,10.2,12.3,7.14,5.64,100490,13,-259.85,-262.45,Moderada
12.35,101250,88,5.7,7.800002,228,9.2,11.7,8.33,5.68,100980,13.1,-260.15,-261.75,Moderada
12.35,101400,85,4.7,6.1,224,8.1,9.9,9.09,6.24,101300,13,-260.15,-263.05,Media
12.950006,101630,83,6.2,7.2,223,9.2,11.4,8.33,5.45,101460,13.3,-260.05,-262.15,Media
12.749994,101780,84,7.6,6,244,7.3,8.6,9.09,6.16,101690,12.9,-260.15,-262.85,Media
12.35,101850,83,9,5.8,229,9.7,11.6,9.09,5.47,101730,11.7,-260.05,-264.55,Media
12.450006,102030,75,12.1,2.300002,266,8.7,11.1,8.33,5.34,101900,12.3,-260.15,-264.85,Media
12.249994,102150,84,12.3,2.4,268,8.4,9.7,8.33,5.5,102040,12.6,-260.05,-263.45,Media
12.149988,102250,79,11.700002,0.5,272,10.8,12.7,8.33,5.6,102070,11.5,-260.15,-264.95,Media
11.649988,102270,78,10.300001,-5.399999,322,10.1,12,9.09,5.9,102150,11.4,-260.05,-263.85,Moderada
10.949976,102370,78,8.8,-6.8,305,8.7,10.7,8.33,5.82,102280,12,-259.85,-266.55,Moderada
11.549982,102320,81,10.000002,-6.399999,306,9.6,11.3,9.09,6.04,102180,12.5,-259.65,-263.95,Media
11.35,102190,81,9.700002,-3.599998,290,8.6,10.3,8.33,5.69,102130,12.1,-259.65,-265.25,Media
10.550012,101680,87,12.3,2.100002,274,10.1,12.4,8.33,5.39,101630,11.6,-259.65,-265.45,Media
10.450006,100890,92,12.1,4.4,241,9.2,11.1,8.33,5.39,100800,11,-259.75,-264.55,Media
11.249994,100100,94,9.400002,0.300002,289,5.8,7.2,7.69,5.63,100120,10.4,-259.65,-263.65,Moderada
11.749994,99950,84,5.800002,-4.099998,306,4.7,6.2,8.33,7.16,99970,11.4,-259.65,-264.85,Moderada
11.85,100010,84,7.200002,-5.499999,309,6.3,7.5,9.09,7.07,100030,11.1,-259.65,-265.45,Media
12.149988,100190,81,6.5,-4.9,317,5.9,7,10,7.02,100220,11.9,-259.75,-265.15,Media
12.149988,100220,84,8.700002,-0.399998,248,3.4,4.6,10.81,6.96,100200,12.3,-259.75,-264.75,Media
11.849969,99980,88,10.700002,2.300002,250,7.5,9,10,6.99,99950,12.5,-259.95,-262.25,Media
11.249994,99760,92,9.4,-0.6,280,8.8,10.7,8.33,4.98,99660,11.6,-260.35,-263.35,Media
11.950006,99970,86,8.400002,-5.4,319,8.9,10.8,9.09,5.14,99920,11.7,-260.25,-263.45,Media
12.85,100220,81,11.000002,-0.999998,280,6.2,7.3,7.69,5.58,100120,12.6,-260.15,-263.75,Media
12.249994,100130,87,9.100001,3.800002,242,8.4,9.9,7.69,4.8,100030,12.5,-259.65,-263.55,Media
11.949976,99860,90,10.200002,8.200003,238,10.7,12.4,5.88,4.82,99700,12.6,-259.65,-263.45,Media
12.649988,99730,88,10.600001,7.400002,231,10.4,12.3,7.69,5.11,99590,12.4,-259.85,-262.75,Media
12.749963,99760,82,9.2,3.5,248,8.6,10.2,7.14,5,99630,12.6,-259.85,-264.55,Media
11.950006,99690,83,3.500001,0,276,3.3,4.1,8.33,5.71,99680,11.4,-259.75,-265.15,Media
11.249994,99680,70,5,-4.599998,297,5.6,6.7,7.69,5.66,99620,11,-259.75,-268.15,Media
11.35,99830,61,5.000001,1,265,5,6,7.69,5.68,99700,10.9,-259.65,-268.75,Media
11.85,99930,61,9.600001,3.1,255,7.9,9,7.69,5.59,99820,10.8,-259.85,-268.25,Media
11.35,100170,70,12,2.8,268,9.3,11.6,7.14,4.92,100040,10.9,-259.65,-267.95,Media
10.649988,100310,77,12.300001,5.700003,250,11.7,13.6,7.14,5.15,100100,11,-259.75,-267.05,Moderada
10.649988,100420,79,12.6,2.3,272,8.1,9.6,8.33,5.72,100270,10.2,-260.65,-266.55,Media
10.85,100570,73,10.000002,0.7,277,8.7,9.8,9.09,5.62,100450,10.9,-260.55,-269.35,Media
10.549982,100660,74,8.700002,0.2,254,7.9,9.4,8.33,5.6,100550,11,-260.75,-268.45,Media
9.85,100770,79,10.4,0,248,7.2,8.9,8.33,4.96,100650,10,-260.85,-269.25,Media
9.749994,100910,71,10.9,-0.599998,285,7.5,8.8,8.33,5.48,100740,10.2,-260.85,-268.45,Media
10.450006,101030,65,10.500002,-0.199998,276,7.3,9.6,7.69,5.53,100940,9.9,-260.85,-268.55,Media
10.550012,101010,76,7.400002,2.200001,280,6.1,7.7,7.69,6.35,100950,9.9,-260.95,-269.55,Media
10.050012,100740,77,0.6,3.5,162,1.4,2.4,8.33,6.23,100860,10,-260.65,-268.35,Media
10.149988,100440,76,-2.899998,1.200001,96,6.1,7.4,8.33,5.43,100600,10.3,-260.95,-267.65,Baja
10.550012,100480,74,1.000002,-3.799999,41,6.3,7.7,8.33,5.27,100580,10.5,-260.95,-268.45,Media
10.649988,100390,74,2.6,-5.499999,13,8.1,9.5,8.33,5.49,100510,10.9,-260.75,-267.75,Media
10.550012,100310,74,5,-5.1,351,8.2,10.4,11.43,6.52,100360,10.7,-261.15,-267.35,Media
10.249994,100200,72,3.200001,-5.299997,10,9.2,10.9,10.81,6.14,100230,8.9,-261.05,-266.95,Media
11.149988,100170,70,1.700001,-5.3,45,4,6.5,10,6.33,100110,10,-260.75,-264.45,Moderada
11.149988,100120,72,-2.699998,-4.399999,55,12.3,15.1,7.14,5.86,100150,10.7,-261.15,-265.95,Media
11.149988,100220,74,-2.399998,-3.399997,57,10.3,12.1,7.14,5.42,100300,11.5,-260.85,-265.35,Media
11.249994,100370,69,-1.5,-3.999999,39,6,7.2,7.14,5.49,100490,11.1,-260.85,-266.45,Media
11.449976,100520,65,2.100002,-4.799998,343,6.5,9.2,8.33,5.46,100530,10.9,-260.75,-265.75,Media
10.149988,100490,68,2.700001,-1.6,246,2.8,3.3,6.67,5.95,100510,10,-260.95,-267.85,Media
10.249994,100360,63,5.2,-2.999999,312,5.8,7,8.33,5.98,100360,11,-260.95,-269.15,Baja
10.649988,100300,61,4.6,-2.699998,298,4.5,6.1,8.33,5.5,100290,10.9,-260.95,-268.65,Media
10.749994,100500,63,4.4,-3.8,296,6.5,7.8,8.33,5.63,100380,11.2,-260.75,-268.35,Baja
10.849969,100860,68,4.900002,-5.199998,310,6.2,7.8,6.25,5.09,100710,10.9,-260.85,-266.35,Media
10.049982,101240,73,7.600001,-3.299999,300,9.2,11.6,7.14,5.34,101130,10.7,-260.85,-266.85,Media
9.749994,101610,72,7.500001,-1.799999,286,6.4,8.2,7.14,5.1,101500,10.3,-261.15,-271.55,Media
10.249963,101770,74,8.400002,2.1,253,7.5,8.9,6.67,4.71,101690,10.8,-260.75,-268.95,Media
11.249994,101750,84,10.2,4.200002,230,8.1,9.4,6.25,4.73,101590,11.5,-260.75,-264.95,Media
11.450006,101650,90,14,2.300002,274,11.4,13.7,6.25,4.72,101440,11.8,-261.05,-263.45,Moderada
10.849969,101700,89,15.000003,-0.399998,273,10.8,12.7,8.33,5.52,101560,11.7,-261.05,-263.65,Moderada
11.249994,101880,93,13.100003,0.8,274,10.3,13.3,8.33,5.66,101650,11.9,-261.05,-263.05,Moderada
11.35,101900,97,11.3,4.3,264,10.2,11.8,9.09,5.72,101740,11.5,-261.05,-262.25,Media
11.549982,101780,99,11.6,6.2,244,9.8,11.8,9.09,5.28,101660,11.6,-261.05,-261.85,Moderada
11.85,101670,100,9.9,6.8,239,8.5,10.3,8.33,5.84,101570,12,-260.95,-261.25,Media
12.249963,101430,100,8.6,9.6,220,7.8,9.7,9.09,5.33,101400,12.1,-260.85,-261.05,Media
12.450006,101150,100,8.300003,8,210,7.2,8.5,8.33,5.69,101090,12.1,-260.95,-261.05,Media
12.249994,100970,100,9.800001,6.2,239,7.2,8.6,7.14,5.24,100880,12.2,-261.15,-260.95,Media
12.749963,100810,97,7.8,6.9,215,6.3,7.4,6.67,5.22,100740,12,-261.15,-261.15,Media
12.649988,100480,100,7.1,10.2,207,7.2,8.5,9.09,5.54,100420,12.2,-261.15,-260.95,Media
12.950006,100130,99,7.7,16.1,205,10.6,12.5,9.09,5.4,99970,12.6,-261.15,-260.55,Moderada
13.349969,99570,95,2.7,21.100002,197,14.8,18.3,8.33,5.92,99500,13.2,-261.15,-260.45,MuyAlta
13.049982,99290,91,6.5,13,190,15,17.8,9.09,6.64,98940,13.2,-261.25,-260.35,MuyAlta
10.149988,100070,68,15.9,1.000003,255,14.6,17.4,10.81,6.8,99830,10.1,-261.35,-270.25,MuyAlta
9.149988,100580,57,13.300001,4.9,230,13.1,16.5,12.12,7.45,100280,8.5,-261.55,-269.45,MuyAlta
8.649988,100690,68,13.800001,9.600001,233,11.7,15.4,12.9,8.3,100430,7.6,-261.65,-268.65,MuyAlta
9.450006,101030,68,14.1,3.500003,267,11.6,14.4,12.9,8.12,100730,8.7,-261.75,-270.45,MuyAlta
9.050012,101430,68,10.900002,0,276,11.8,14.6,12.12,8.43,101250,8.3,-261.65,-269.35,MuyAlta
8.85,101840,68,8.9,-4,288,9.6,12.1,12.12,7.4,101720,8.9,-261.75,-269.15,Moderada
9.149988,102220,68,5.6,-6.1,326,4.8,5.9,10.81,7.33,102150,9.4,-261.85,-269.65,Moderada
10.149988,102720,70,4.600001,-7.5,327,6.2,7.7,10,6.49,102660,9.7,-261.85,-268.15,Media
10.149988,102910,63,4.6,-7.6,330,8.1,9.4,10,6.39,102980,10.3,-261.85,-270.45,Media
9.649988,103470,64,1.6,-7.5,346,6.3,7.5,9.09,6.07,103370,10.1,-261.95,-270.95,Media
9.450006,103600,60,2.1,-5.3,334,6,7.2,7.14,5.48,103600,9.9,-261.95,-271.85,Baja
9.749994,103810,56,1.500002,-3,316,3,4.3,8.33,5.75,103820,10.2,-262.05,-270.85,Baja
10.050012,103670,60,1.7,0.600002,305,0.8,1.2,6.25,5.38,103670,10.3,-261.85,-269.95,Baja
9.749994,103640,65,-0.9,1.2,132,1.1,1.7,5.56,5.71,103680,10,-261.85,-269.25,Baja
9.950006,103360,69,-1.799999,4.700003,168,3.9,4.9,11.43,6,103410,9.7,-261.65,-268.45,Baja
10.449976,103060,75,-1.2,5.700002,179,5.4,7,10.81,6.65,103140,9.8,-261.75,-268.35,Media
11.050012,102670,86,-1.099997,7.700002,174,6.7,8.4,11.43,5.19,102710,10.5,-261.75,-265.55,Media
11.249994,102460,97,2.600003,6,193,6,7.1,10,6.08,102430,11.4,-261.65,-261.75,Media
10.949976,102350,100,4.300002,3.100002,230,4.3,5.1,9.09,5.81,102270,11.2,-261.75,-261.95,Media
10.849969,102250,100,3.900002,0.200003,273,3.8,4.6,9.09,6.11,102260,10.7,-261.65,-262.45,Baja
10.949976,102140,100,1.1,-3.299999,343,4.3,5.1,8.33,6.39,102150,10,-261.55,-263.15,Baja
10.349969,102070,98,-2.299999,-2.1,39,4.6,6.5,8.33,5.84,102130,10.2,-261.75,-263.95,Baja
10.550012,101870,93,-2.9,-2.399997,52,6.3,7.5,8.33,5,102020,10.7,-261.75,-265.45,Baja
10.149988,101730,89,-3.699998,-1.4,69,5.3,6.5,12.9,5.72,101850,10.4,-261.75,-266.65,Baja
10.85,101530,88,-4.099997,1,91,5.4,6.4,11.43,6.53,101670,10.2,-262.05,-266.55,Media
10.050012,101320,94,-4.899999,3,118,6.3,7.5,10.81,6.89,101440,10.3,-262.15,-265.15,Media
10.450006,101190,94,-4.499999,3.000001,108,6.5,7.5,10.81,6.14,101290,10,-262.05,-264.05,Media
10.85,101000,89,-5.3,2.500001,113,6.3,7.5,10,6.72,101160,10.6,-261.95,-264.15,Baja
11.249994,100850,87,-6.599997,1.7,101,6.1,7.4,10,5.44,100960,10.8,-261.95,-263.95,Baja
11.249994,100550,88,-8,2.2,104,5.6,7.2,10,5.79,100750,11,-261.85,-263.45,Baja
12.049982,100230,89,-10.799998,2.2,95,7.5,8.8,10,4.44,100430,11.2,-261.85,-263.25,Media
