@relation 'AlturaOla-weka.filters.unsupervised.attribute.MathExpression-E100*A-R1-10,12-15-unset-class-temporarily-weka.filters.unsupervised.attribute.MathExpression-EA-273.15-R2-12-unset-class-temporarily-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R9-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O1.5-E2.0-weka.filters.unsupervised.attribute.Remove-R10-11-weka.filters.unsupervised.attribute.InterquartileRange-R1-8-O1.5-E2.0-weka.filters.unsupervised.attribute.Remove-R10-11-weka.filters.unsupervised.attribute.InterquartileRange-R1-8-O1.5-E2.0-weka.filters.unsupervised.attribute.Remove-R10'

@attribute pres numeric
@attribute vwnd numeric
@attribute WDIR numeric
@attribute GST numeric
@attribute APD numeric
@attribute ATMP numeric
@attribute WTMP numeric
@attribute DEWP numeric
@attribute Class_WVHT {Baja,Media,Moderada,MuyAlta}
@attribute ExtremeValue {no,yes}

@data
100640,-6.699997,289,15.8,8.06,7.4,-263.35,-270.85,MuyAlta,no
100800,-7.299997,309,15.1,7.45,7.4,-263.35,-272.65,MuyAlta,no
101080,-8.3,300,15.4,7.92,7.5,-263.35,-271.45,MuyAlta,no
101420,-6.099998,305,10.5,7.42,7.9,-263.65,-272.35,Moderada,no
101500,0.500002,261,8.5,6.86,8.2,-263.85,-270.35,Moderada,no
101230,9.000002,219,10.8,6.39,8.7,-263.85,-266.05,Moderada,no
100930,7.900002,233,14.2,5.66,9.1,-263.85,-264.25,Moderada,no
100690,0.100002,288,9.9,6.04,8.5,-263.85,-268.35,Moderada,no
100460,1.900002,264,8.8,7.44,8.1,-263.95,-271.65,Moderada,no
100060,0.000002,263,10.2,6.71,7.2,-263.95,-271.95,Moderada,no
99860,-2.599998,290,12.1,6.18,6.4,-263.95,-272.75,Moderada,no
100040,-0.999998,304,13.5,6.09,5.7,-263.95,-270.95,MuyAlta,no
100580,-3.9,289,17.1,6.57,6.9,-263.95,-273.65,MuyAlta,no
100960,-1.199997,267,16.7,7.3,6.6,-263.95,-271.95,MuyAlta,no
101080,1.500002,282,13.2,7.86,6.3,-264.15,-271.55,MuyAlta,no
100680,8.500002,218,9.2,7.55,6.6,-264.15,-272.45,Moderada,no
99040,18.900002,171,15.8,6.76,7.2,-264.15,-267.65,MuyAlta,no
97990,11.700002,246,12.6,6.68,6.3,-264.25,-269.75,MuyAlta,no
97430,14.6,239,20.6,7.72,5.5,-264.15,-269.65,MuyAlta,no
97200,11.400002,249,21.5,9.34,7.8,-264.15,-269.25,MuyAlta,no
97340,6.400002,262,16.7,9.78,6.3,-264.05,-268.95,MuyAlta,no
97630,2.4,267,20.3,9.47,7,-264.15,-268.65,MuyAlta,no
97980,-0.399998,285,15.8,8.53,6.6,-264.45,-270.75,MuyAlta,no
98520,-1.2,292,15.6,7.76,5.4,-264.45,-272.45,MuyAlta,no
98980,-1.499998,282,15.6,7.96,5.2,-264.45,-275.05,MuyAlta,no
99320,-2.199998,272,13.2,8.96,4.6,-264.25,-272.95,MuyAlta,no
99620,-6.5,301,15,7.82,5.5,-264.25,-275.25,MuyAlta,no
99990,-7.399997,292,18.2,7.15,3.7,-264.35,-273.85,MuyAlta,no
100350,-6.999999,295,17.2,7.3,3.4,-264.45,-274.45,MuyAlta,no
100440,-1.999998,296,14.4,7.29,4.3,-264.55,-276.45,Moderada,no
100320,1.1,269,6.8,7.4,4.5,-264.75,-275.75,Moderada,no
100190,-2.199998,28,5.6,6.96,2.7,-264.65,-272.15,Media,no
100000,0.100002,33,1.9,6.59,4,-264.55,-275.15,Media,no
99360,-3.699997,66,7.2,6.69,3.9,-264.65,-272.95,Media,no
99190,-11.499998,13,10.7,5.65,4.9,-264.45,-275.45,Media,no
99550,-6.999999,322,10.7,5.23,5,-264.55,-277.05,Media,no
99670,-2.9,304,12.2,6.28,4,-264.65,-272.75,Moderada,no
99740,-5.999997,307,11.1,7.58,4.1,-264.75,-275.55,Moderada,no
100000,-7.1,313,12.7,6.69,3.3,-264.75,-276.35,Moderada,no
100410,-6,301,17.9,6.38,2,-264.65,-275.75,MuyAlta,no
100780,-5.499997,305,21.9,8.38,2.7,-264.65,-275.05,MuyAlta,no
101240,-5.899999,294,17.6,8.24,2.8,-264.85,-276.15,MuyAlta,no
101670,-8.299997,298,18.2,7.6,3.8,-264.75,-278.45,MuyAlta,yes
101920,-5.299998,298,15,7.32,5.1,-264.75,-274.45,MuyAlta,no
102120,-0.5,276,12.7,7.05,5.1,-264.75,-270.25,Moderada,no
102280,0.4,279,10.5,6.3,6.5,-264.75,-270.25,Moderada,no
102470,0.2,273,10,5.86,7.1,-264.75,-269.55,Media,no
102610,4.1,254,11.2,5.21,6.9,-264.75,-269.95,Media,no
102680,7.3,243,11.2,5.21,6.9,-264.75,-271.85,Moderada,no
102540,11.100001,214,14.8,5.31,7.3,-265.15,-271.15,Moderada,no
102070,15.1,214,16.9,5.99,8.3,-264.75,-267.95,MuyAlta,no
101670,13.1,222,17.9,7.04,7.8,-264.95,-267.55,MuyAlta,no
101280,14.900002,219,17.8,7.35,7.8,-264.75,-265.85,MuyAlta,no
101030,12.1,227,18.7,7.03,8.5,-264.75,-265.05,MuyAlta,no
101330,6.300003,259,20.6,7.98,8.6,-264.85,-268.55,MuyAlta,no
102050,-1.099998,269,21.2,8.91,7.6,-264.95,-270.45,MuyAlta,no
102500,-1.999998,282,18.6,8.17,6.9,-264.95,-274.25,MuyAlta,no
102710,-1.999998,260,12.2,7.81,4.6,-265.15,-271.15,MuyAlta,no
102980,-7.6,299,14.8,7.671493,5.7,-265.15,-274.55,MuyAlta,no
103050,-2.3,298,12.6,8.14,6.1,-265.15,-274.75,Moderada,no
102900,1.7,253,11.8,6.68,6,-265.15,-273.45,Moderada,no
102920,-2.999997,298,11.5,6.52,5.8,-265.15,-271.65,Moderada,no
103090,-6.899999,299,11.7,6.4,6.1,-265.25,-272.15,Moderada,no
103300,-2.599998,286,9,6.27,6.4,-265.25,-272.15,Media,no
103430,1.1,262,9.6,5.19,6.6,-265.25,-270.85,Media,no
103490,0.3,259,10,5.74,7.2,-265.15,-269.15,Moderada,no
103440,2.7,252,8.6,5.85,7,-265.35,-268.95,Moderada,no
103320,7.200002,228,8.7,8.32,7.1,-265.25,-269.35,Moderada,no
103190,8.000002,192,10,7.49,7,-265.45,-269.75,Moderada,no
102740,11.700002,179,11.6,7.47,6.8,-265.25,-269.55,Moderada,no
102280,12.600001,170,15.3,6.38,7.4,-265.35,-268.85,Moderada,no
101760,14.9,162,14.5,6.45,8,-265.35,-267.15,Moderada,no
101590,14.8,182,14.2,6.93,8.1,-265.25,-266.55,MuyAlta,no
101480,16.700001,175,15,7.54,8.5,-265.15,-266.45,MuyAlta,no
101340,15.500002,175,15.1,7.57,8.7,-265.15,-266.05,MuyAlta,no
101040,17.100002,164,13.7,7.41,8.4,-265.35,-266.05,MuyAlta,no
100630,17,144,17.7,7.02,8.3,-265.35,-265.75,MuyAlta,no
100560,17.000004,180,16,7.37,8.4,-265.15,-266.35,MuyAlta,no
100350,14.800001,159,17,7.52,8,-265.05,-265.95,MuyAlta,no
100200,10.4,166,11,7.82,8.4,-265.05,-265.45,MuyAlta,no
100450,9.300001,215,13.1,6.85,7.9,-265.15,-268.45,Moderada,no
100560,9.600003,162,11,7.11,7.8,-265.25,-267.25,MuyAlta,no
100420,4.4,169,4.8,8.82,7.4,-265.05,-267.15,Moderada,no
100350,2.7,209,5.3,8.56,7.8,-265.05,-265.95,MuyAlta,no
100440,1.200003,169,5.6,9.85,7.6,-265.05,-266.75,Moderada,no
100400,1,195,5,8.36,7.5,-265.35,-266.45,Moderada,no
100400,-0.899997,242,5.6,8.48,7.2,-265.05,-268.55,Moderada,no
100350,0.900002,255,5,7.68,6.7,-265.35,-270.45,Moderada,no
100260,5.800003,200,7.6,8.15,6.6,-265.35,-269.65,Moderada,no
99890,8.8,132,9.7,7.12,6.7,-265.25,-269.55,Moderada,no
99210,10.000002,135,15.4,5.87,7.4,-264.65,-268.65,Moderada,no
98690,8,130,15.3,5.97,6.8,-265.15,-268.05,Moderada,no
98390,5.000003,96,8.3,6.79,6.4,-265.25,-267.45,Moderada,no
98540,8.500002,225,11.7,6.06,7,-265.25,-268.95,Moderada,no
98870,8.500002,194,9.1,7.22,6.8,-265.15,-269.65,Moderada,no
99010,9.500002,182,8.6,8.01,7.1,-265.05,-269.05,Moderada,no
99050,4.9,180,7.6,7.9,6.7,-265.25,-269.65,Moderada,no
99090,5.800002,171,5.9,8.31,7.3,-265.25,-268.75,Moderada,no
98790,-3.299999,105,10.5,7.66,7.2,-265.45,-268.65,Moderada,no
98240,-3.499999,61,17,5.75,7.4,-265.35,-267.25,Moderada,no
98280,-1.5,87,11.4,7.31,6.7,-265.25,-267.95,Moderada,no
98360,-5.099998,55,5.6,8.13,7,-265.15,-267.75,Moderada,no
98620,-6.399999,352,6.4,8.17,6.7,-265.15,-269.35,Moderada,no
99000,-6.999999,321,8.3,7.63,7.1,-265.15,-269.65,Moderada,no
99330,-4.599998,299,9.9,6.02,6.3,-265.45,-271.05,Media,no
99570,-2.4,259,5.1,6.37,5.7,-265.45,-271.65,Media,no
99570,1.500002,186,1.6,6.45,5.3,-265.45,-273.15,Media,no
99340,0.5,96,9.8,6.67,5.8,-265.55,-272.85,Media,no
98850,-2.6,78,14.2,4.92,6.7,-265.15,-267.75,Moderada,no
98310,-5.899999,81,14.6,5.65,7.5,-265.15,-268.05,MuyAlta,no
98230,-1.6,73,20.2,7.09,7.4,-265.55,-267.85,MuyAlta,no
98240,1.600002,103,9.7,8.08,7.8,-265.45,-266.25,MuyAlta,no
98250,-1.999997,76,10.3,8.94,7.8,-265.45,-267.45,MuyAlta,no
98270,-4.899999,66,9.6,7.85,7.6,-265.45,-267.35,Moderada,no
98120,-6.899999,27,9.6,7.68,6.9,-265.35,-268.85,Moderada,no
98310,-5.499999,358,8.9,7.61,7.2,-265.05,-271.25,Moderada,no
98500,-1.6,355,5.7,8.04,6.5,-265.45,-268.45,Moderada,no
98740,1.800002,212,3.4,8.02,6.5,-265.65,-268.15,Moderada,no
98950,4.800002,168,3.7,8.66,6.5,-265.65,-269.25,Media,no
98480,8.7,146,9.7,6.87,7,-265.55,-268.65,Moderada,no
97340,5.4,114,16.8,6.04,7.6,-265.45,-267.55,MuyAlta,no
96250,7.4,105,22.9,7.68,7.3,-265.45,-267.65,MuyAlta,no
96020,10.8,140,9.7,7.67,7.5,-265.05,-267.75,MuyAlta,yes
96220,14.800001,163,14.9,7.96,7,-265.15,-268.65,MuyAlta,no
96580,18.200001,200,18.8,8.48,6.9,-265.25,-268.45,MuyAlta,no
97190,15.900002,219,21.5,8.61,5.9,-265.55,-269.15,MuyAlta,no
97660,16.300001,200,20.4,8.12,6.7,-265.55,-271.45,MuyAlta,no
98170,16.500002,198,16.7,8.41,6.8,-265.55,-270.65,MuyAlta,no
98540,12.600001,181,11.2,8.47,6.6,-265.65,-270.45,Moderada,no
98750,8.6,165,8.9,7.45,5.9,-265.65,-271.15,Moderada,no
99010,4.500001,164,5.9,8.62,6.3,-265.45,-272.35,Moderada,no
99320,3.4,207,8.6,7.21,6.1,-265.35,-268.65,Media,no
99550,5.100003,253,9,7.37,6.8,-264.95,-269.65,Moderada,no
99770,3.600002,236,10,7.15,6.7,-265.05,-269.25,Moderada,no
99880,0.700003,267,15.5,7.3,4,-265.65,-271.45,Moderada,no
99960,2.1,241,10.6,7.67,5.5,-265.55,-273.85,Moderada,no
99960,0.8,245,9,7.07,4.7,-265.65,-273.55,Moderada,no
99990,-1.9,255,8.1,6.93,4.2,-265.75,-274.15,Media,no
100110,-3.799999,255,7.5,5.99,3,-265.75,-274.05,Moderada,no
100290,-5.499999,282,10.3,5.82,4.1,-265.75,-276.55,Moderada,no
100510,-1.499998,265,14.2,5.9,3.8,-265.75,-273.45,Moderada,no
100720,-0.599998,270,9.9,5.75,3.4,-265.85,-274.45,Moderada,no
100890,0.000003,268,4.5,7.41,3.9,-265.65,-276.05,Moderada,no
100910,7.6,168,6.8,7.6,4.5,-265.75,-271.65,Media,no
100810,8.3,215,10.2,6.2,7.4,-265.35,-265.95,Moderada,no
100960,3.200001,258,16.8,5.4,7,-265.45,-271.25,MuyAlta,no
101310,3.4,258,17.2,7.12,6.5,-265.15,-272.25,MuyAlta,no
101550,5.200002,266,15.8,7.29,6.1,-265.35,-272.15,MuyAlta,no
101950,1.000002,265,16,8.53,5.5,-265.45,-270.95,MuyAlta,no
102350,-0.3,284,14,8.16,6.3,-265.75,-272.05,MuyAlta,no
102550,0.300003,281,10.2,8.56,6.3,-265.85,-272.45,MuyAlta,no
102530,5.200002,223,8.7,9.03,6.2,-265.85,-272.25,Moderada,no
102200,6.300002,189,7.1,8.4,5.9,-265.65,-273.45,Moderada,no
101330,5.2,135,11,6.59,6.4,-265.55,-270.65,Moderada,no
99960,8.200002,116,19.1,6.37,6.5,-265.85,-270.35,MuyAlta,no
98760,12.300001,123,26.1,8.18,6.1,-265.75,-268.85,MuyAlta,yes
98500,13.100001,210,13.6,8.96,6.4,-265.75,-267.75,MuyAlta,no
98380,14,179,13.7,8.06,6.2,-265.75,-270.75,MuyAlta,no
98030,16.200001,155,16,8.11,5.7,-265.75,-270.15,MuyAlta,no
97880,10.9,137,19.5,8.45,6,-265.75,-269.55,MuyAlta,no
98110,1.8,112,15.3,8.34,5.9,-265.85,-269.85,MuyAlta,no
98720,-6.4,95,10.9,7.81,6.6,-265.85,-270.75,Moderada,no
99420,-6.999999,50,5.6,7.88,6.6,-265.95,-272.45,Moderada,no
99730,0.7,97,4.1,8.09,6.3,-265.85,-272.35,Moderada,no
99030,9.2,155,11.6,7.26,6.2,-265.95,-271.45,Moderada,no
97800,11.5,153,18,5.64,4.8,-265.85,-270.05,Moderada,no
97640,0.100002,287,14.5,5.97,5.9,-265.85,-270.25,MuyAlta,no
97880,2.8,274,14,6.81,4.3,-265.85,-270.75,MuyAlta,no
97890,6,256,17.8,7.53,6.1,-265.95,-273.05,MuyAlta,no
97870,6,255,17.3,8.47,5.8,-265.95,-270.25,MuyAlta,no
98010,1.7,282,14,9.44,5.5,-265.95,-271.15,MuyAlta,no
98100,-2.6,303,15.6,8.26,5.7,-265.75,-270.55,MuyAlta,no
98450,-6,299,14,7.5,6.2,-265.95,-269.85,MuyAlta,no
99030,-7.3,296,17.3,7.13,5.1,-265.95,-269.85,Moderada,no
99170,-2.999997,301,12.8,6.8,5.3,-265.95,-274.95,Moderada,no
99220,1.6,284,9.8,6.41,4.7,-266.05,-272.25,Moderada,no
98940,3.3,244,10,6.69,4.8,-266.05,-273.15,Media,no
98950,0.400002,126,3.1,6.84,4.2,-266.05,-272.55,Media,no
99070,-2.599998,251,4.3,6.27,4.4,-266.05,-271.85,MuyAlta,no
99620,-5.1,276,5.7,11.09,3.4,-265.95,-271.55,Moderada,yes
100010,-5.899999,305,11.2,7.56,4.8,-266.05,-273.85,Moderada,no
100160,-6.299998,319,15.8,7.04,2.3,-266.05,-272.35,MuyAlta,no
100440,-9.399999,302,13.2,6.95,1.5,-266.15,-272.15,MuyAlta,no
100810,-8.099998,318,17.2,6.72,4,-266.05,-275.15,MuyAlta,no
101240,-10.4,313,17.4,7.58,4.6,-266.05,-274.85,MuyAlta,no
101650,-11.1,324,15.7,6.91,4.4,-265.85,-274.95,MuyAlta,no
101970,-7.4,304,14.3,7.01,5,-265.85,-274.95,Moderada,no
102040,-1.2,286,8.5,6.62,5.2,-266.15,-272.05,Moderada,no
101970,2.500001,260,5.6,6.88,5.9,-266.15,-268.45,Media,no
101750,10.100001,152,6.7,5.58,5.6,-266.15,-270.75,Moderada,no
100890,14.700002,150,16.9,5.16,6.2,-266.15,-270.75,MuyAlta,no
100230,13.500002,146,19.9,6.98,5.5,-266.15,-269.25,MuyAlta,no
100350,5,223,9.4,8.09,6.6,-266.15,-270.45,MuyAlta,no
100400,5.9,204,8.1,7.77,6.3,-266.15,-271.45,MuyAlta,no
100390,8.500002,175,9.4,8.16,6.3,-266.15,-270.15,MuyAlta,no
100500,6.5,233,7.4,8.7,5,-266.15,-271.35,MuyAlta,no
100790,6.100001,197,10,9.04,6.3,-266.15,-270.45,MuyAlta,no
100920,7.8,190,9,8.89,6,-266.15,-271.35,MuyAlta,no
101100,7.4,194,11.4,9.32,5.4,-266.15,-270.25,MuyAlta,no
101180,8.300001,196,8.3,8.28,6.1,-266.15,-270.05,Moderada,no
101030,11.900002,162,12.8,7.77,6.5,-266.15,-269.15,Moderada,no
100460,16.700001,161,16.5,6.28,6.8,-266.15,-266.75,MuyAlta,no
100410,-3.999999,288,15.2,7.671493,6.6,-266.15,-269.55,MuyAlta,no
101290,-2.599998,288,9,7.66,6.5,-266.15,-270.35,MuyAlta,no
101630,2.200001,239,5.3,8.28,6.4,-266.15,-269.55,Moderada,no
101600,5.9,162,8.9,8.92,6.1,-266.15,-269.45,MuyAlta,no
101280,9.400002,132,14.6,7.56,6.1,-266.15,-270.65,MuyAlta,no
100680,15.700002,136,20.3,6.89,7.3,-266.15,-267.85,MuyAlta,no
100650,15.3,145,20.7,7.18,7.3,-266.15,-267.05,MuyAlta,no
100880,4.7,159,9.6,8.18,7.2,-266.05,-266.25,MuyAlta,no
100200,6.8,152,10.4,8.54,7,-266.15,-266.15,MuyAlta,no
99950,13.600001,153,15.8,8.03,7.9,-266.15,-265.45,MuyAlta,no
99930,7.6,220,9.1,8.45,6,-266.15,-267.85,MuyAlta,no
100540,4.9,248,11.1,8.54,6.2,-266.25,-270.75,MuyAlta,no
100860,13.000002,169,11.2,8.34,6.5,-266.15,-271.25,MuyAlta,no
100850,12.500002,158,12.6,7.63,7.3,-266.15,-267.35,MuyAlta,no
100330,6.1,131,12.2,7.7,6.8,-266.25,-267.15,MuyAlta,no
99500,12.3,119,15.8,7.23,7.3,-266.15,-266.05,MuyAlta,no
99240,12.600003,130,19.3,7.35,7.9,-266.15,-265.85,MuyAlta,no
99490,8.500002,181,7.9,8.89,6.6,-266.15,-269.05,MuyAlta,no
100190,9,205,9.8,9.06,6.6,-266.15,-269.35,MuyAlta,no
100790,9.2,190,15.1,8.29,5.9,-266.15,-270.35,MuyAlta,no
101290,9.800001,204,11.1,8.51,6.6,-266.15,-271.05,MuyAlta,no
101420,6.1,169,9.2,8.58,6.3,-266.25,-270.85,MuyAlta,no
101100,3.300002,130,11,8.2,6.3,-266.25,-269.55,Moderada,no
100600,0.9,89,13.7,7.73,6.6,-266.25,-268.25,Moderada,no
100030,5.200002,98,17.9,6.45,6.8,-266.25,-267.25,MuyAlta,no
99710,9.700002,122,18,6.47,7.1,-266.25,-267.55,MuyAlta,no
99610,9.800001,118,17.4,6.95,7.3,-266.25,-267.75,MuyAlta,no
99690,11.700002,135,18.5,7.05,7.3,-266.25,-268.15,MuyAlta,no
99760,10.400002,135,16.2,7.77,6.6,-266.25,-267.55,MuyAlta,no
99980,7.700002,140,14.4,8.04,6.6,-266.25,-266.95,MuyAlta,no
100130,3.500001,143,8.4,8.77,6.9,-266.15,-266.25,MuyAlta,no
100220,0.900002,167,4.1,8.5,6.8,-266.15,-266.35,Moderada,no
100400,-4.799998,41,2.2,8.53,5.3,-266.15,-267.85,Moderada,no
100420,-4.499999,15,1.3,8.04,6.2,-266.15,-266.95,Moderada,no
100520,-7.7,29,8,8.06,5.8,-266.25,-267.45,Media,no
100500,-4.6,31,4.9,7.72,5.3,-266.25,-267.95,Media,no
100560,-1.3,104,2,7.97,4.8,-266.25,-268.75,Moderada,no
100590,4.2,162,8.3,8.2,5.5,-266.25,-269.15,Media,no
100760,2.900002,160,5.5,7.65,6.1,-266.25,-270.05,Media,no
100660,2.800002,123,8.4,6.37,6.4,-266.25,-270.95,Media,no
100340,3.4,98,9.8,5.66,6.6,-266.25,-266.75,Moderada,no
99900,4.800002,108,15.4,5.41,7.4,-266.25,-266.45,Moderada,no
99430,5,110,17,6.22,7.3,-266.25,-267.45,MuyAlta,no
99090,7.500001,107,17.6,7.02,7.4,-266.25,-266.65,MuyAlta,no
98890,10.000002,125,14.9,7.54,7.1,-266.15,-266.45,MuyAlta,no
99040,16.100002,139,17.8,7.69,7.5,-266.25,-268.45,MuyAlta,no
99920,14.100001,191,14.5,8.46,6.8,-266.15,-270.75,MuyAlta,no
100350,11.300001,160,13.8,8.13,6.8,-266.25,-270.75,MuyAlta,no
100390,9.000002,139,13,7.75,6.9,-266.15,-269.45,MuyAlta,no
99890,11.100001,124,17.6,6.96,6.8,-266.15,-268.55,MuyAlta,no
99570,13.6,123,18.6,7.28,7.1,-266.25,-266.75,MuyAlta,no
99360,10.400002,125,20,7.67,7.4,-266.25,-266.55,MuyAlta,no
99200,11.400003,135,18,7.83,7.3,-266.25,-265.95,MuyAlta,no
99440,7.8,147,9,8.79,7.1,-266.15,-266.05,MuyAlta,no
99260,1.800002,107,5.1,7.87,6.4,-266.15,-266.75,MuyAlta,no
98940,3.400002,114,4.4,8.69,6.7,-266.15,-266.45,MuyAlta,no
98870,7.3,186,5.6,8.45,6.2,-266.15,-266.95,MuyAlta,no
99070,9.3,156,9.4,8.45,6.6,-266.15,-266.55,MuyAlta,no
99040,5.800002,155,10.7,8.1,6.6,-266.15,-267.65,Moderada,no
98620,-1.7,99,8.8,7.35,6.8,-266.15,-266.95,Moderada,no
98280,-6.7,50,9.5,7.05,6.5,-266.15,-266.65,Moderada,no
98410,-5.199998,85,5.6,7.47,6.9,-266.15,-266.25,Moderada,no
98600,-4.699998,354,4.5,8.05,6.7,-266.15,-266.95,Moderada,no
99050,-3.7,320,5.6,7.73,6.6,-266.25,-267.15,Media,no
99540,-1.599998,302,6.7,7.11,6.6,-266.15,-267.15,Media,no
100090,-1.599997,296,9,6.16,5.8,-266.15,-268.35,Media,no
100530,0.3,258,5.6,6.44,5.2,-266.15,-270.75,Media,no
100720,2.600002,215,2.4,6.74,4.3,-266.25,-271.75,Media,no
100730,4.000001,150,5.9,6.58,4.9,-266.25,-271.65,Media,no
100500,5.500001,120,11.7,5.19,5.4,-266.25,-272.75,Moderada,no
100070,3.5,110,14.6,6.16,5.9,-266.35,-270.65,MuyAlta,no
99390,3.9,105,17,7.07,6.5,-266.35,-274.45,MuyAlta,no
98820,6.4,105,19.5,7.22,6.9,-266.35,-267.65,MuyAlta,no
98360,3.9,102,20.7,8.23,6.2,-266.25,-268.45,MuyAlta,no
98070,6.6,96,18.6,8.75,5.7,-266.35,-268.85,MuyAlta,no
98290,11.6,170,10.9,9.11,6.9,-266.35,-267.45,MuyAlta,no
98660,11.000002,143,12.2,8.57,7.1,-266.25,-267.35,MuyAlta,no
98820,4.9,133,9.7,7.96,7,-266.35,-267.15,Moderada,no
98700,0.200002,101,9.4,8.02,6.5,-266.35,-267.85,Moderada,no
98240,-6.1,79,9,7.48,6.5,-266.35,-267.45,Moderada,no
97650,-7.199997,70,11.9,6.63,6.7,-266.35,-267.35,MuyAlta,no
97760,0.3,49,12.6,8.16,6.7,-266.35,-267.85,MuyAlta,no
98510,9.300003,243,6.2,9.56,6.3,-266.35,-268.25,MuyAlta,no
98900,8.900002,182,10.3,7.85,6.4,-266.25,-269.35,Moderada,no
99020,1.900002,120,8.6,7.48,6.8,-266.35,-267.65,Moderada,no
98720,-2.999999,68,12.2,7.07,6.7,-266.35,-267.45,Moderada,no
98750,1.000002,84,10.8,6.62,6.8,-266.35,-268.05,Moderada,no
99130,5.800003,158,5.4,7.88,5.5,-266.35,-268.05,Moderada,no
99500,8.200002,217,12,6.58,5.9,-266.15,-269.05,Moderada,no
99820,6.900002,200,8.3,6.8,5.5,-266.25,-269.25,Moderada,no
99900,5.6,118,9.8,6.6,6.4,-266.35,-268.35,Moderada,no
99510,2,106,14.3,5.51,6.5,-266.25,-268.55,Moderada,no
98580,1.000002,87,18,6.18,6.8,-266.35,-268.25,MuyAlta,no
97710,1.6,95,22.5,7.48,6.3,-266.35,-268.55,MuyAlta,no
97490,6.6,109,10.7,8.45,6.9,-266.35,-266.55,MuyAlta,no
97550,6.200002,129,10.3,9.51,6.7,-266.35,-267.15,MuyAlta,no
97780,7.800003,125,7.2,9.14,6.7,-266.35,-266.95,Moderada,no
98170,11.600003,187,12.7,7.82,6,-266.35,-268.15,MuyAlta,no
98440,12.9,184,12.7,8.09,6,-266.35,-268.65,Moderada,no
98750,10.800001,194,11.1,6.91,6.2,-266.35,-268.85,Moderada,no
99170,6.000001,226,8.9,7.2,6.3,-266.25,-267.55,Moderada,no
99710,5.2,247,11.9,6.26,6,-266.35,-269.75,Moderada,no
99940,7.5,221,8.8,6.87,5.7,-266.35,-272.05,Moderada,no
99660,11.700003,156,12.2,6.03,6,-266.35,-269.75,Moderada,no
99300,12.5,160,17.2,5.85,6.1,-266.45,-268.55,Moderada,no
99520,7,194,7.3,6.93,6.6,-266.45,-267.45,Moderada,no
99790,3.500001,188,7.3,6.78,6.7,-266.45,-267.35,Moderada,no
99780,3.700001,166,5.3,7.06,6.5,-266.45,-267.45,Moderada,no
99610,6,138,9.8,6.8,6.5,-266.35,-267.75,Moderada,no
99220,11.7,123,14.3,6.28,6.2,-266.35,-267.85,Moderada,no
99020,10.400002,152,13.8,6.36,6.9,-266.35,-266.55,Moderada,no
98890,6.800002,179,8.6,7.24,6.5,-266.35,-267.75,MuyAlta,no
98730,3.200001,180,6,10.52,6.5,-266.35,-268.15,MuyAlta,no
98310,-3.899998,35,4.3,9.44,6.1,-266.35,-268.05,MuyAlta,no
98700,3.700001,275,10.8,8.16,6.2,-266.45,-271.05,MuyAlta,no
99260,12.3,197,12.1,7.99,6.4,-266.45,-270.45,MuyAlta,no
98480,8.500002,121,17.4,8.15,6.9,-266.35,-268.05,MuyAlta,no
97420,12.200002,118,21.6,7.75,7.3,-266.25,-266.35,MuyAlta,no
96830,12.5,136,17.4,8.88,7.8,-266.25,-265.95,MuyAlta,no
96940,8.900002,128,14,9.48,7.1,-266.35,-266.95,MuyAlta,no
96790,16.000002,155,13.7,8.62,7.3,-266.35,-268.25,MuyAlta,no
97080,14.400002,165,19.4,8.46,6.7,-266.35,-267.65,MuyAlta,no
97680,12.300001,198,15.3,8.82,6.5,-266.45,-268.55,MuyAlta,no
98350,6.000001,265,10.4,9.65,6.1,-266.45,-267.75,MuyAlta,no
98960,3.000001,234,6.6,8.84,6.7,-266.35,-268.25,Moderada,no
99390,0.200003,264,7.2,8.2,5.7,-266.45,-269.95,Moderada,no
99660,-1.199998,301,8,7.71,4.5,-266.45,-271.25,Moderada,no
99940,-3.699997,279,10.5,8.27,5,-266.45,-271.55,Moderada,no
100280,-4.999999,300,12.1,7.06,5.4,-266.45,-272.55,Moderada,no
100740,-2.699997,288,11.9,6.21,5.3,-266.45,-272.05,Moderada,no
101080,-3.2,284,10.6,6.47,5.2,-266.35,-271.85,Moderada,no
101490,-5.1,301,11.9,6.77,5.4,-266.45,-271.05,Moderada,no
101900,-4.6,305,12.2,6.51,5.9,-266.45,-271.75,Moderada,no
102090,-0.9,288,7.8,7.29,5.4,-266.45,-272.55,Media,no
102130,2.9,258,6.7,6.64,5.5,-266.45,-272.35,Media,no
102080,5.400002,200,7.6,6.63,5.5,-266.45,-272.45,Media,no
101750,9.9,162,9,6.84,5.4,-266.45,-271.15,Moderada,no
101240,10.5,139,12,7.16,5.3,-266.45,-270.25,MuyAlta,no
100950,9.3,144,13.3,7.22,6.1,-266.35,-269.25,Moderada,no
101020,3.700001,131,10.8,7.49,6,-266.35,-268.65,Moderada,no
