@relation AlturaOla-Test-weka.filters.unsupervised.attribute.Remove-R3-4-weka.filters.unsupervised.attribute.Remove-R9-weka.filters.unsupervised.attribute.Remove-R9-weka.filters.unsupervised.attribute.Remove-R5

@attribute air numeric
@attribute pres numeric
@attribute vwnd numeric
@attribute WDIR numeric
@attribute GST numeric
@attribute DPD numeric
@attribute APD numeric
@attribute WTMP numeric
@attribute DEWP numeric
@attribute Class_WVHT {Baja,Media,Moderada,MuyAlta}

@data
279.700012,100860,9,140,14,9.09,7,6.3,4.809354,MuyAlta
278.699982,100300,10.000002,162,12.9,12.12,7.68,6.3,4.816162,Moderada
279.199982,100060,9.100003,147,9.6,11.43,7.38,6.3,4.809354,MuyAlta
279.499969,100270,9.700002,196,8.2,10.81,7.84,6.3,4.809354,MuyAlta
280,100010,18.000002,143,16.6,10,7.66,6.3,4.809354,MuyAlta
280.399994,100050,20.200001,184,18.2,10.81,7.47,6.4,4.809354,MuyAlta
279.899994,100860,14.4,196,16.7,12.12,8.08,6.3,4.809354,MuyAlta
279.199982,101300,9.200002,182,11.2,12.9,8.83,6.3,4.809354,MuyAlta
279.5,100820,5.900002,138,7,14.81,9.7,6.3,4.809354,MuyAlta
279.399994,100300,9.500002,150,10.4,14.81,8.99,6.4,4.809354,MuyAlta
278.999969,100440,7.300002,212,11.6,14.81,8.81,6.4,4.816162,Moderada
278.399963,100970,2.7,217,9.6,12.9,8.22,6.3,4.816162,Moderada
277.5,101340,-3.6,292,7.9,13.79,7.39,6.4,4.816162,Moderada
277.600006,101550,-6.699998,344,7,12.12,7.69,6.3,4.816162,Moderada
277.600006,101320,-8,9,9,10,7.44,6.3,4.816162,Moderada
278,100920,-12.299998,12,13.8,12.12,5.67,6.3,4.816162,Moderada
278.600006,100610,-16.099997,0,16,5.88,5.27,6.4,4.816162,Moderada
279,100420,-17.399998,350,15.8,7.14,5.92,6.3,4.816162,Moderada
277.200012,100500,-15.5,336,14.6,7.14,5.72,6.3,4.816162,Moderada
276.899963,100600,-10.299998,319,14.8,7.69,5.91,6.4,4.816162,Moderada
276.5,100580,-0.999998,291,9.9,7.14,5.87,6.4,7.092061,Media
276.700012,100370,9.200002,234,7.5,6.67,5.81,6.4,7.092061,Media
278.700012,99690,13.200002,157,15.3,5.56,4.91,6.4,4.816162,Moderada
278.5,99750,8.1,218,13.8,8.33,6.04,6.4,4.809354,MuyAlta
278.399994,100080,7.500001,247,14,10.81,7.21,6.3,4.816162,Moderada
278.499969,100460,7.300002,246,13.8,12.12,7.17,6.4,4.816162,Moderada
278.599976,100700,4.7,238,10.1,10.81,7.39,6.3,4.816162,Moderada
278,100790,1.6,252,8.8,12.12,7.88,6.3,4.816162,Moderada
278,100840,-0.999998,289,2.5,12.9,8.29,6.3,4.816162,Moderada
277.899963,100810,-0.699998,301,6.6,11.43,7.85,6.3,7.092061,Media
277.5,100830,-0.999998,314,5.5,12.9,7.36,6.3,7.092061,Media
276.699982,100730,-0.899998,286,8.8,12.12,7.31,6.2,4.816162,Moderada
276.600006,100670,0.600002,233,5.7,13.79,8.07,6.3,4.816162,Moderada
276.700012,100520,-0.199998,269,11,12.9,6.91,6.3,7.092061,Media
276.499969,100540,1.100002,260,9.3,12.9,6.1,6.3,7.092061,Media
276.200012,100570,2.300002,282,12.9,12.9,6.31,6.3,7.092061,Media
276.799988,100630,3.4,253,7.5,12.12,6.2,6.3,7.092061,Media
277.600006,100680,2.200001,295,6.2,12.9,6.45,6.2,4.816162,Moderada
277.5,100820,3.000001,215,0.9,19.05,8.2,6.2,4.809354,MuyAlta
277.899994,100950,4.200002,156,4.6,17.39,12.14,6.2,4.809354,MuyAlta
278.299988,100880,5.3,154,4.9,17.39,9.35,6.2,4.816162,Moderada
278.499969,100710,6.600001,138,10.9,16,7.88,6.2,4.816162,Moderada
278.299988,100300,9.5,127,18.5,13.79,6.75,6.2,4.809354,MuyAlta
278.199982,100060,8.900003,136,15.9,7.69,6.8,6.2,4.816162,Moderada
278.5,100110,6.2,170,6.2,9.09,7.11,6.2,4.816162,Moderada
278.5,100150,7.800002,144,7,9.09,7.63,6.2,4.816162,Moderada
278.600006,99950,11.800001,156,11.8,10,6.91,6.2,4.816162,Moderada
278.5,99730,13.000002,140,15.1,9.09,6.12,6.2,4.809354,MuyAlta
279.599976,99250,10.700002,137,17.5,8.33,6.46,6.2,4.809354,MuyAlta
279.899963,99060,18.400002,146,20.3,10,8.05,6.3,4.809354,MuyAlta
279.899963,99960,9.1,166,9.7,11.43,7.92,6.2,4.809354,MuyAlta
278.700012,99610,8.200002,120,14.6,10.81,7.34,6.2,4.809354,MuyAlta
280.600006,98150,18.4,124,22.9,10,7.31,6.3,4.809354,MuyAlta
279.600006,99290,9.900002,193,9,10.81,8.89,6.2,4.809354,MuyAlta
280.199982,99330,6.100001,125,5.6,10.81,8.55,6.2,4.809354,MuyAlta
278.799988,99340,4.400002,109,3.5,12.12,8.97,6.2,4.809354,MuyAlta
279.399994,99200,0.9,56,3.5,12.12,8.41,6.3,4.809354,MuyAlta
279.999969,99010,-1.6,101,3.4,10.81,8.56,6.2,4.809354,MuyAlta
279.299988,98740,1.2,118,8.5,11.43,8.93,6.3,4.809354,MuyAlta
280.200012,99350,7.600001,157,8.6,11.43,7.64,6.3,4.809354,MuyAlta
279.200012,99690,-3.6,53,2,11.43,8.11,6.3,4.809354,MuyAlta
280.399963,99050,-4.899999,39,11.5,11.43,7.77,6.3,4.816162,Moderada
281.099976,98010,3.200001,96,16.1,11.43,6.49,6.3,4.809354,MuyAlta
280.599976,97550,11.200002,110,18.5,10,6.98,6.3,4.809354,MuyAlta
280.099976,97930,15.600003,146,15.7,12.12,8.12,6.3,4.809354,MuyAlta
278.700012,98790,16.600002,172,16.6,12.12,7.34,6.4,4.809354,MuyAlta
278.499969,99500,12.6,184,16.1,10.81,7.1,6.3,4.816162,Moderada
277.499969,99800,5.800002,197,7.8,10,7.1,6.3,4.816162,Moderada
277.999969,99570,-3.099998,102,4.7,10.81,7.58,6.3,4.816162,Moderada
278.899963,99240,-10.499998,7,6.8,10,6.79,6.3,7.092061,Media
279,99150,-11.499998,25,9.6,10,6.08,6.3,4.816162,Moderada
277.699982,99310,-9.299998,346,9,9.09,6.46,6.2,4.816162,Moderada
277.499969,99580,-6.7,332,9,11.43,6.96,6.2,4.816162,Moderada
277.699982,99810,-4.899999,314,9,12.9,7.54,6.2,4.816162,Moderada
277.200012,100130,-0.699998,245,6.2,10,8.34,6.2,4.816162,Moderada
276.899994,100270,0,269,9.1,9.09,6.66,6.2,4.816162,Moderada
276.600006,100300,2.4,257,7.1,11.43,7.46,6.2,7.092061,Media
277.499969,100010,0.7,90,2.2,10.81,6.83,6.2,7.092061,Media
276.700012,99740,-0.3,76,7.2,10,6.49,6.1,7.092061,Media
277.099976,99550,-4.4,73,6.3,10,6.31,6.2,7.092061,Media
277.5,99410,-7.6,15,8.3,16,6.28,6.1,4.816162,Moderada
277.999969,99190,-6.499999,316,7.8,12.12,8.71,6.2,4.816162,Moderada
277.200012,99210,-3.499999,140,4.9,12.9,9.23,6.1,7.092061,Media
277.199982,99210,-3.8,347,3,12.9,8.13,6.1,7.092061,Media
277.399963,99200,-3.1,303,7.4,12.12,6.74,6.1,7.092061,Media
276.5,99290,0.1,285,10.4,11.43,6.07,6.1,7.092061,Media
275.899963,99590,3.200001,249,8.9,10,5.51,6.1,7.092061,Media
274.600006,99760,6.700002,234,10.9,9.09,5.9,6.1,7.092061,Media
274.699982,99860,6.9,123,6.6,10,5.93,6.1,7.092061,Media
274.999969,100060,9.000002,159,11.5,9.09,5.98,6.1,7.092061,Media
275.199982,100110,7,182,7.9,8.33,6.09,6,7.092061,Media
274.999969,100050,4.400002,128,9.1,8.33,5.64,6,7.092061,Media
276.700012,99580,-0.699998,84,13,5.26,5.41,6.1,7.092061,Media
277.499969,99440,-1.7,126,9.6,6.25,5.16,6.1,4.816162,Moderada
278,99610,-7.8,65,8.5,8.33,6.45,6,4.816162,Moderada
277.899994,99660,-10.5,22,6.8,8.33,6.68,6,4.816162,Moderada
277.799988,99580,-9.999998,336,9.1,12.12,7.58,6,4.816162,Moderada
277.699982,99510,-8.599998,330,11.9,10,7.13,6,4.816162,Moderada
276.599976,99360,-6.8,302,8.8,10.81,6.64,6,4.816162,Moderada
276.399963,99290,-7.599998,321,12.4,10.81,7.35,6,4.816162,Moderada
275.099976,99440,-7.6,310,12.2,10,6.56,6,4.816162,Moderada
273.399994,99540,-6.5,286,12.9,10.81,6.64,6,4.816162,Moderada
272.299988,99680,-2.699998,271,10.5,10,6.67,5.9,4.816162,Moderada
271.999969,99990,1.700001,250,4.1,11.43,7.96,5.9,4.816162,Moderada
272.199982,100450,1.9,248,10.1,10.81,7.12,5.9,4.816162,Moderada
273,101030,0.400002,297,6.7,11.43,7.75,5.9,4.816162,Moderada
273.599976,101280,-1.899998,20,5.2,10,7.34,5.8,8.949392,Baja
274.499969,101410,-1.399998,14,5.4,9.09,6.16,5.9,8.949392,Baja
274.899994,101570,0.600003,82,6.8,8.33,5.74,5.9,8.949392,Baja
275.999969,101630,1.900002,124,4.2,7.14,6.27,5.9,8.949392,Baja
276.600006,101490,1,95,10.5,7.14,4.46,5.9,4.809354,MuyAlta
277.100006,99730,-11.099998,69,22,8.33,6.14,5.9,4.809354,MuyAlta
278.100006,98900,-3.3,71,21.5,10.81,7.42,5.9,4.809354,MuyAlta
278,98660,4.100003,139,10.4,10.81,8.67,5.9,4.809354,MuyAlta
278.299988,98580,-0.8,112,9.6,10.81,8.57,5.9,4.809354,MuyAlta
278.600006,98490,-4.499999,70,11.2,12.9,8.48,5.9,4.809354,MuyAlta
279,98770,-9.499998,42,11.8,13.79,7.64,5.9,4.809354,MuyAlta
278.200012,99350,-8.4,53,10.5,12.9,7.68,5.9,4.816162,Moderada
277.899994,99840,-4.899999,25,9.2,8.33,7.76,5.9,4.816162,Moderada
277.399963,100060,0,68,6.6,12.9,7.5,5.8,4.816162,Moderada
277,100240,4.1,126,6.2,8.33,7.11,5.8,7.092061,Media
276.299988,100250,6.600001,143,11.4,10,5.67,5.9,7.092061,Media
276.499969,100530,6,198,8,10,5.6,5.9,7.092061,Media
276.399963,100730,4.2,126,11.1,10.81,5.68,5.8,7.092061,Media
276.700012,100980,3.8,115,6.3,7.69,5.57,5.8,7.092061,Media
276.599976,100980,4.5,165,7.9,10,6.25,5.8,7.092061,Media
276.099976,100790,5,100,7.6,9.09,6.14,5.7,7.092061,Media
277.499969,100450,1.8,97,10.9,8.33,5.7,5.8,4.816162,Moderada
278.100006,99950,-2.299999,90,14.1,6.67,5.8,5.8,4.809354,MuyAlta
277.799988,99960,-4.5,70,14.6,9.09,6.84,5.8,4.809354,MuyAlta
277.599976,100500,-7.599998,45,11.6,10,7.03,5.8,4.816162,Moderada
276.699982,101130,-4.299998,68,9.6,10,6.62,5.8,4.816162,Moderada
276.700012,101350,-0.899998,102,7.7,8.33,6.79,5.8,7.092061,Media
276.999969,101760,2,118,10.1,8.33,5.88,5.7,4.816162,Moderada
277.399994,101410,1,87,17.9,7.69,6.16,5.7,4.809354,MuyAlta
278.799988,101130,4.100001,105,21.2,8.33,6.59,5.7,4.809354,MuyAlta
278.699982,100630,1.100002,94,17.7,10,7.07,5.7,4.809354,MuyAlta
278.199982,100440,-2.099998,82,16.5,10,6.58,5.7,4.816162,Moderada
277.199982,101070,-1.199998,78,10.1,10,6.83,5.7,4.816162,Moderada
277.199982,101560,-2.599998,53,5.9,10,6.98,5.7,4.816162,Moderada
276.499969,101970,0.6,79,4.5,10.81,7.61,5.8,4.816162,Moderada
277,102120,2.9,168,5.5,10.81,7.53,5.8,4.816162,Moderada
277.999969,101960,6.200002,140,7.5,10.81,6.95,5.8,7.092061,Media
279.100006,101480,9.200002,132,12.4,10,5.55,5.9,4.816162,Moderada
278.499969,100940,10.500002,137,14.8,6.67,5.45,5.9,7.092061,Media
277.399963,101420,1.1,271,10.6,6.67,5.46,5.9,7.092061,Media
277.600006,101680,-2.499997,292,9.8,6.67,5.61,5.9,7.092061,Media
277.299988,101860,-4.1,302,8.8,6.67,5.95,5.9,7.092061,Media
276.899994,101910,-3.999999,312,5.4,7.69,6.58,5.9,7.092061,Media
276.899994,101960,-2.7,270,4,7.14,6.18,5.9,7.092061,Media
277.399994,102060,-5.099998,320,12.6,9.09,5.46,5.9,7.092061,Media
277.100006,102400,-5.399999,300,10.5,6.67,5.25,6,7.092061,Media
277.600006,102900,-2.999999,323,5.591241,11.523953,6.450096,12.258881,8.949392,Baja
278.299988,103110,-2.899998,321,5.1,9.09,5.65,6,8.949392,Baja
276.5,103220,-0.399998,15,1.4,8.33,5.71,5.9,8.949392,Baja
276.600006,103340,2.2,103,5.6,10,6.57,5.9,8.949392,Baja
276,103280,5,125,11.9,4.35,4.37,5.9,7.092061,Media
276.999969,103110,5.400002,107,12.6,5,4.23,5.9,7.092061,Media
277.299988,102840,10.200002,143,13.9,5.56,4.91,5.8,4.816162,Moderada
277.999969,102330,10.3,134,14.5,7.14,5.74,5.9,4.816162,Moderada
278.299988,101690,9.200002,131,14.3,8.33,6.14,5.7,4.816162,Moderada
278.099976,101200,4.100001,117,12.9,9.09,5.92,5.8,4.816162,Moderada
278.700012,101740,3,133,9.8,9.09,6.32,5.8,7.092061,Media
277.699982,102330,-1.3,262,2.5,9.09,6.65,5.8,7.092061,Media
276.799988,102780,-2.999999,305,10.7,9.09,5.5,5.8,4.816162,Moderada
277.200012,103060,-1.199998,287,9.3,13.79,6.83,5.8,4.816162,Moderada
277.699982,102950,4.6,239,7.7,12.9,8.28,5.7,4.816162,Moderada
277.700012,102420,11.200002,198,10.4,11.43,7.32,5.8,4.816162,Moderada
278.399994,101980,9.6,234,13.2,6.67,6.05,5.8,4.816162,Moderada
277.899963,101750,5.300002,248,14.3,8.33,6.32,6,4.809354,MuyAlta
277.299988,101460,1.300002,258,16.4,10,6.92,6,4.809354,MuyAlta
277.899963,101400,-6.999999,297,17.3,10.81,7.1,5.9,4.809354,MuyAlta
277.399963,102490,-6.799997,303,15.4,11.663012,7.671493,5.9,4.809354,MuyAlta
277.100006,102750,-6.2,302,12.9,10.81,7.48,5.9,4.816162,Moderada
277.399994,102980,-3.099998,303,8.9,10.81,6.55,5.9,4.816162,Moderada
277.600006,102850,-1.599998,284,9.1,9.09,5.92,5.9,7.092061,Media
276.700012,102730,-0.1,296,6.6,9.09,6.05,5.9,7.092061,Media
275.899994,102430,1.000002,287,8.1,6.67,5.24,6,7.092061,Media
275.200012,102250,-0.2,243,3.6,14.81,7.02,5.9,7.092061,Media
276.799988,102280,-4.5,301,7.3,12.9,6.61,6,7.092061,Media
276.399994,102570,-3,302,5.5,12.9,6.56,5.9,7.092061,Media
276.600006,102490,2.5,269,3.7,12.9,6.76,6,7.092061,Media
276,101920,7.100001,169,8.2,8.33,7.05,5.9,7.092061,Media
277.5,101120,2.8,130,12.3,8.33,5.03,5.9,4.816162,Moderada
277.799988,101900,-14.9,43,13.5,5.88,5.28,5.9,7.092061,Media
277.899994,103070,-11.799998,6,8.6,6.25,5.29,5.9,7.092061,Media
277.700012,103550,-6.799998,321,8.9,10.266043,6.676096,6,7.092061,Media
277.599976,103730,-5.3,334,6.9,7.14,5.92,5.9,7.092061,Media
277.399963,103740,-1.699997,273,5.5,7.69,6.26,5.9,8.949392,Baja
276.600006,103740,-1.199998,284,8.1,6.67,4.85,5.9,8.949392,Baja
277.299988,103620,0.100002,283,7.9,4.35,4.4,5.9,8.949392,Baja
277.099976,103220,2.9,261,9.2,4.76,4.27,5.9,7.092061,Media
277.700012,102740,0.3,268,11.6,5.56,4.51,5.9,7.092061,Media
277.299988,102510,-6.3,341,9.1,6.25,5.28,5.9,7.092061,Media
277.299988,102670,-7.4,338,8.8,13.79,6.12,5.9,7.092061,Media
276.699982,102880,-3.8,35,6.1,12.12,6.57,5.9,7.092061,Media
276.799988,103090,-3.799999,345,3.9,11.43,7.68,5.9,8.949392,Baja
276.599976,103210,-3.199998,294,6.1,10.81,6.73,5.9,7.092061,Media
276.899963,103220,-2.599997,281,9.2,10.81,6.19,5.9,7.092061,Media
277.200012,103270,-6.999999,313,10.5,5.56,5.39,5.9,7.092061,Media
277.399994,103400,-4.9,319,7.5,6.67,5.48,5.9,7.092061,Media
277.199982,103470,-3.3,302,7.4,12.12,5.29,5.9,7.092061,Media
277.599976,103400,-2,292,10.3,12.9,6.08,5.9,7.092061,Media
276.799988,103230,0.500002,270,9.6,12.9,6.25,5.9,7.092061,Media
277.399963,103030,1.400002,266,9.4,12.9,5.79,5.9,7.092061,Media
277.600006,102590,5.900003,245,11.5,11.43,5.9,5.9,4.816162,Moderada
278.799988,102050,3.100002,257,17.8,6.67,5.47,5.9,4.809354,MuyAlta
277.100006,101940,-5.099998,280,20.9,8.33,6.78,5.8,4.809354,MuyAlta
277.299988,101910,-5.999999,295,19.4,10,7.42,5.8,4.809354,MuyAlta
276.899994,102020,-8.7,303,23.4,10.81,8.14,5.8,4.809354,MuyAlta
277.399963,102130,-8,303,18.3,12.9,8.4,5.9,4.809354,MuyAlta
276.600006,101940,0.5,274,11.2,10.81,7.66,5.9,4.816162,Moderada
277.399963,100990,8.000003,229,13.6,10,6.68,5.8,4.809354,MuyAlta
276.899963,100370,-0.899997,274,21.6,9.09,7.02,5.8,4.809354,MuyAlta
275.600006,100490,-5.9,290,22.8,12.9,8.21,5.9,4.809354,MuyAlta
275.200012,100460,-9.499998,296,21.2,12.9,8.52,5.8,4.809354,MuyAlta
276.100006,100610,-10.399999,299,22.9,13.79,8.71,5.8,4.809354,MuyAlta
276.499969,100920,-10.7,301,19.5,12.12,8.99,5.8,4.809354,MuyAlta
276.699982,101280,-7.9,310,17.3,12.12,8.01,5.8,4.809354,MuyAlta
276.600006,101480,-1.6,274,12.2,12.12,7.49,5.8,4.809354,MuyAlta
277.700012,100790,-2.6,283,20.9,10,6.88,5.9,4.809354,MuyAlta
276.700012,101000,2.1,271,19.5,10.81,7.62,5.9,4.809354,MuyAlta
276.699982,100920,-1,282,22.1,10.81,8.1,5.9,4.809354,MuyAlta
274.899963,101080,-3.1,289,19.8,13.79,9.39,5.9,4.809354,MuyAlta
275.899994,100960,-1.899998,284,18.4,13.79,9.22,5.9,4.809354,MuyAlta
277.299988,100450,7.3,256,15.6,12.12,7.57,6,4.816162,Moderada
276.299988,100110,-4.3,296,13,10,7.21,6,4.809354,MuyAlta
274.100006,100200,-10.599998,304,14.4,10,6.69,5.9,4.809354,MuyAlta
272.700012,100320,-13.499998,306,16,11.43,7.79,5.9,4.809354,MuyAlta
274.700012,100410,-14.899999,334,15.1,11.43,7.65,5.9,4.809354,MuyAlta
275.5,101070,-17.199997,350,18.6,12.9,7.76,5.9,4.809354,MuyAlta
275.099976,101400,-13.999998,329,14.6,9.09,7.58,5.9,4.809354,MuyAlta
275.799988,101600,-12.799998,342,11.9,9.09,7.42,5.9,4.816162,Moderada
275.899994,101870,-11.499998,14,11.2,10,7,5.9,4.816162,Moderada
275.899963,102180,-11.399999,6,14.1,10.81,6.68,5.8,4.816162,Moderada
274.600006,102370,-11,11,12,10,6.56,5.9,4.816162,Moderada
275.100006,102670,-7.999999,10,9.6,8.33,6.07,5.7,4.816162,Moderada
275.899994,102440,-4.999997,49,5.2,8.33,6.38,5.7,8.949392,Baja
276.199982,102300,-2.5,74,6.1,7.14,5.85,5.7,8.949392,Baja
276.600006,102030,1.4,100,6.9,6.25,4.79,5.7,8.949392,Baja
276.899994,101960,1.7,112,7.6,5.88,3.99,5.7,8.949392,Baja
277.799988,101950,0.4,74,6.2,13.79,4.84,5.8,7.092061,Media
277.399963,102220,-3.9,46,7.1,10,6.87,5.7,7.092061,Media
277.600006,102410,-4.6,17,4.2,10,7.55,5.7,7.092061,Media
278.099976,102600,-4.999997,339,6.1,11.43,7.42,5.7,7.092061,Media
278.799988,102610,-5.699998,311,6.8,12.12,6.32,5.7,7.092061,Media
277.200012,102800,-5,323,9.4,4.76,4.99,5.6,8.949392,Baja
277.100006,102820,-4.599998,319,7.2,6.25,5.33,5.6,8.949392,Baja
277.100006,102860,-0.4,304,3.9,6.67,5.58,5.6,8.949392,Baja
277.700012,102730,-0.8,297,4.1,7.14,5.29,5.6,8.949392,Baja
277.100006,102710,-1,268,3.2,5.88,5.66,5.6,8.949392,Baja
276.899994,102640,-2.399998,304,3.6,7.69,4.89,5.6,8.949392,Baja
277.099976,102720,-2.299999,293,3.9,8.33,4.94,5.5,8.949392,Baja
276.600006,102640,-1.299999,327,3.3,12.12,5.8,5.6,8.949392,Baja
276.299988,102300,5.200002,266,8,7.14,4.61,5.6,8.949392,Baja
275.599976,101840,6.8,224,10.2,14.81,4.62,5.7,7.092061,Media
276.799988,101570,2.000001,239,8.6,6.25,4.86,5.7,7.092061,Media
276.799988,101310,-1.399998,297,9.1,7.14,5.48,5.7,7.092061,Media
276.599976,101020,-0.499998,263,8.4,8.33,5.34,5.5,7.092061,Media
276.600006,100230,3,216,6.8,10.81,5.81,5.6,7.092061,Media
276.899994,99530,13.300001,186,15.1,4.76,4.84,5.6,4.816162,Moderada
277.899963,98900,10.2,238,16.8,7.14,5.85,5.7,4.809354,MuyAlta
275.699982,99070,5.100001,251,15.3,10,7.38,5.6,4.809354,MuyAlta
275.799988,99500,10.4,213,16.5,13.79,8.89,5.6,4.809354,MuyAlta
276.100006,99630,12.8,189,15.2,12.9,8.53,5.6,4.816162,Moderada
275.700012,99780,11.1,208,11.5,12.12,7.53,5.6,4.816162,Moderada
275.899963,100130,7.7,182,8.9,12.12,7.54,5.6,4.816162,Moderada
276.699982,100180,3.1,142,8.5,10.81,7.69,5.6,4.816162,Moderada
277.399994,100020,-0.399998,109,5.1,14.81,8.8,5.7,4.816162,Moderada
277.799988,99500,-3.699997,54,15.9,11.43,6.36,5.6,4.816162,Moderada
278.600006,99050,9.000002,131,14.8,7.69,5.98,5.6,4.809354,MuyAlta
277.599976,99680,14.3,204,17.7,11.43,7.55,5.6,4.809354,MuyAlta
276.399963,100870,8,226,15.2,10,7.58,5.6,4.816162,Moderada
275.999969,101180,-0.7,215,4.3,10,7.24,5.6,4.816162,Moderada
277.399963,100720,-5.399997,53,8.9,10,7,5.6,4.816162,Moderada
278.999969,99830,-8.599997,43,18.8,5.88,5.42,5.6,7.092061,Media
279.299988,99100,4.6,113,14.1,6.67,5.68,5.7,4.809354,MuyAlta
278.899994,99110,9.2,114,20.6,11.43,7.78,5.6,4.809354,MuyAlta
277.499969,99390,13,131,17.8,13.79,8.73,5.7,4.809354,MuyAlta
279.099976,99560,8.4,134,14.4,11.43,7.48,5.6,4.816162,Moderada
279.600006,99510,3.9,125,10.7,10,6.21,5.7,7.092061,Media
278.700012,99550,-2.1,91,4.6,10,6.74,5.7,7.092061,Media
278,100090,-4.999999,298,10.5,10,5.7,5.6,4.816162,Moderada
278.100006,100510,-6.9,305,14.4,6.67,5.46,5.6,4.816162,Moderada
277.799988,101480,-4.599998,329,9.1,10.266043,6.676096,5.6,7.092061,Media
277.700012,101820,-2.1,316,6.1,7.14,6.15,5.6,7.092061,Media
277.699982,101930,1.200001,269,5.5,10,6.76,5.7,7.092061,Media
277.299988,101970,3.1,233,4.9,10,6.71,5.7,8.949392,Baja
277.600006,101950,4.9,228,5.6,7.69,5.72,5.7,8.949392,Baja
277.799988,101990,5.400002,215,6.2,9.09,5.61,5.7,8.949392,Baja
278.699982,101900,3.700001,251,4.3,10,5.46,5.7,7.092061,Media
278.5,101760,2.000003,198,3.6,8.33,6.81,5.7,7.092061,Media
278.399994,101580,1.700003,176,0.9,14.81,8.4,5.7,4.816162,Moderada
278.399963,101640,0.800002,322,2,12.9,9.48,5.7,7.092061,Media
278.799988,101780,-0.6,333,4.6,12.9,9.06,5.9,7.092061,Media
277.700012,102050,-1.099998,309,4.5,12.9,8.9,5.8,7.092061,Media
277,102110,0.7,310,4.3,10,7.47,5.8,7.092061,Media
277.600006,102360,0.500002,288,5.5,10.81,7.97,5.7,8.949392,Baja
277.599976,102490,2.500003,252,7.3,10,6.33,5.9,8.949392,Baja
277.399994,102600,1.6,281,9.2,9.09,5.18,5.8,7.092061,Media
277.100006,102470,1,260,9.1,5.26,5.1,5.7,7.092061,Media
277.199982,102350,1.600002,257,11,12.12,5.36,5.7,4.816162,Moderada
278.399994,102120,-2.7,294,13,6.67,5.87,5.7,4.816162,Moderada
276.799988,102350,-7.6,306,14.902895,11.663012,7.671493,8.200668,4.809354,MuyAlta
277.399994,102220,-6.5,301,16.9,12.12,7.73,5.6,4.809354,MuyAlta
276.299988,101350,-13.499998,314,20.6,11.663012,7.671493,5.6,4.809354,MuyAlta
277.100006,101250,-13.8,342,16.6,12.12,7.78,5.6,4.809354,MuyAlta
276.899963,101170,-14.299998,335,16.3,12.12,7.5,5.6,4.816162,Moderada
276.799988,101050,-11.699999,23,7.7,10.81,7.28,5.7,4.816162,Moderada
276.399963,101010,-12.9,19,14.6,10.81,6.61,5.6,4.816162,Moderada
276.599976,100690,-15.299997,346,12.7,8.33,6.33,5.6,4.816162,Moderada
278,100370,-14.1,5,14.7,8.33,5.84,5.6,4.809354,MuyAlta
278.200012,100270,-16,10,16.5,9.09,6.45,5.6,4.816162,Moderada
277.799988,100580,-12.9,348,10.6,9.09,6.84,5.6,4.816162,Moderada
277.299988,100750,-10.599998,347,10.6,9.09,5.83,5.6,4.816162,Moderada
278.100006,101040,-5.3,22,4.1,7.69,6.15,5.6,7.092061,Media
277.899994,101070,-5.199998,294,5.9,6.67,5.65,5.7,7.092061,Media
276.399994,101110,-2.199998,285,8.4,6.67,5.04,5.6,8.949392,Baja
276.399963,100760,-1.999997,272,7.2,5.88,4.65,5.6,8.949392,Baja
276.799988,100670,-1.599998,265,8.5,5.56,4.4,5.6,7.092061,Media
276.699982,100510,-4.599998,293,9.9,6.67,4.83,5.6,7.092061,Media
276.199982,100630,-4.099997,289,11.7,8.33,5.88,5.5,7.092061,Media
276.100006,100500,0.800002,268,7.4,9.09,6.11,5.6,7.092061,Media
276.499969,100170,4.300002,218,7.4,9.09,6.15,5.6,8.949392,Baja
277.299988,99780,2.8,113,7.2,8.33,5.97,5.7,7.092061,Media
277.299988,99590,6.1,116,11.9,4.55,4.62,5.6,4.816162,Moderada
277.499969,99190,9.1,126,12.9,6.25,5.29,5.6,7.092061,Media
277.799988,99380,6.1,246,12.1,9.09,5.61,5.6,4.816162,Moderada
277.799988,99800,4.300002,262,14.8,9.09,6.35,5.6,4.816162,Moderada
277.399963,100320,5.2,252,17.8,9.09,6.37,5.6,4.809354,MuyAlta
277.299988,100980,2.7,257,16.2,10,7.03,5.6,4.809354,MuyAlta
277.5,101720,1.9,267,16.3,10,6.69,5.6,4.816162,Moderada
277.200012,102240,1.400002,269,12.6,10,6.7,5.7,4.816162,Moderada
276.999969,102550,1.8,256,8.9,10,6.32,5.6,7.092061,Media
276.399994,102680,0.6,221,4.6,10,6.46,5.6,7.092061,Media
276.999969,102650,-1.099998,249,2,10,6.57,5.6,7.092061,Media
277.499969,102620,-3.4,71,2.3,9.09,6.98,6.6,7.092061,Media
277.399994,102380,-4.5,65,7.2,10,6.86,5.8,8.949392,Baja
276.600006,102280,-7.6,29,5.6,9.09,6.83,5.7,8.949392,Baja
277.099976,102450,-9.699999,6,8.1,9.09,4.83,5.7,8.949392,Baja
277.5,102680,-7.4,322,9.3,9.09,4.43,5.7,7.092061,Media
276.399994,102830,-5.3,317,8.4,5.56,4.57,5.7,8.949392,Baja
275.799988,102910,-2.7,306,9.1,6.25,4.85,5.7,8.949392,Baja
276.599976,102920,0.300002,286,11.1,7.14,4.73,5.6,8.949392,Baja
