@relation AlturaOla-weka.filters.unsupervised.attribute.Remove-R3-4-weka.filters.unsupervised.attribute.Remove-R9-weka.filters.unsupervised.attribute.Remove-R9

@attribute air numeric
@attribute pres numeric
@attribute vwnd numeric
@attribute WDIR numeric
@attribute WSPD numeric
@attribute GST numeric
@attribute DPD numeric
@attribute APD numeric
@attribute WTMP numeric
@attribute DEWP numeric
@attribute Class_WVHT {Baja,Media,Moderada,MuyAlta}

@data
281,99040,18.900002,171,13.8,15.8,12.12,6.76,9,5.5,MuyAlta
281.399963,97990,11.700002,246,9.7,12.6,7.69,6.68,8.9,3.4,MuyAlta
279.399963,97430,14.6,239,14.4,20.6,12.12,7.72,9,3.5,MuyAlta
279.699982,97200,11.400002,249,17.1,21.5,14.81,9.34,9,3.9,MuyAlta
279.299988,97340,6.400002,262,13.7,16.7,14.81,9.78,9.1,4.2,MuyAlta
279.200012,97630,2.4,267,16.5,20.3,16,9.47,9,4.5,MuyAlta
278.799988,97980,-0.399998,285,12.6,15.8,14.81,8.53,8.7,2.4,MuyAlta
277.899994,98520,-1.2,292,11.7,15.6,14.81,7.76,8.7,0.7,MuyAlta
277.699982,98980,-1.499998,282,13.2,15.6,11.43,7.96,8.7,-1.9,MuyAlta
277.499969,99320,-2.199998,272,10.8,13.2,12.9,8.96,8.9,0.2,MuyAlta
277.100006,99620,-6.5,301,11.8,15,12.12,7.82,8.9,-2.1,MuyAlta
276.599976,99990,-7.399997,292,14.6,18.2,11.43,7.15,8.8,-0.7,MuyAlta
276.899963,100350,-6.999999,295,14.2,17.2,10.81,7.3,8.7,-1.3,MuyAlta
277.200012,100440,-1.999998,296,11.8,14.4,12.12,7.29,8.6,-3.3,Moderada
277.699982,100320,1.1,269,4.7,6.8,10.81,7.4,8.4,-2.6,Moderada
278,100190,-2.199998,28,4.3,5.6,9.09,6.96,8.5,1,Media
277.999969,100000,0.100002,33,1.1,1.9,10,6.59,8.6,-2,Media
277.699982,99360,-3.699997,66,5.6,7.2,10,6.69,8.5,0.2,Media
277.299988,99190,-11.499998,13,7.9,10.7,10,5.65,8.7,-2.3,Media
277.299988,99550,-6.999999,322,8.7,10.7,9.09,5.23,8.6,-3.9,Media
276.899963,99670,-2.9,304,9.5,12.2,12.9,6.28,8.5,0.4,Moderada
276.299988,99740,-5.999997,307,9.5,11.1,12.12,7.58,8.4,-2.4,Moderada
275.899963,100000,-7.1,313,9.7,12.7,11.43,6.69,8.4,-3.2,Moderada
275.200012,100410,-6,301,14.6,17.9,10.81,6.38,8.5,-2.6,MuyAlta
276.299988,100780,-5.499997,305,16.2,21.9,12.12,8.38,8.5,-1.9,MuyAlta
276.399963,101240,-5.899999,294,14.9,17.6,12.12,8.24,8.3,-3,MuyAlta
276.499969,101670,-8.299997,298,14.3,18.2,11.43,7.6,8.4,-5.3,MuyAlta
277.499969,101920,-5.299998,298,12.6,15,11.43,7.32,8.4,-1.3,MuyAlta
279,102120,-0.5,276,9.9,12.7,10,7.05,8.4,2.9,Moderada
279.899963,102280,0.4,279,8.9,10.5,10,6.3,8.4,2.9,Moderada
279.299988,102470,0.2,273,8.5,10,7.69,5.86,8.4,3.6,Media
278.899994,102610,4.1,254,9.5,11.2,7.69,5.21,8.4,3.2,Media
279.200012,102680,7.3,243,9.2,11.2,7.69,5.21,8.4,1.3,Moderada
280.599976,102540,11.100001,214,12.4,14.8,7.14,5.31,8,2,Moderada
280.700012,102070,15.1,214,13.7,16.9,7.69,5.99,8.4,5.2,MuyAlta
280.799988,101670,13.1,222,14.3,17.9,11.43,7.04,8.2,5.6,MuyAlta
280.700012,101280,14.900002,219,14.3,17.8,10,7.35,8.4,7.3,MuyAlta
282.399994,101030,12.1,227,15.1,18.7,11.43,7.03,8.4,8.1,MuyAlta
281.299988,101330,6.300003,259,16.4,20.6,11.43,7.98,8.3,4.6,MuyAlta
280.5,102050,-1.099998,269,16.6,21.2,13.79,8.91,8.2,2.7,MuyAlta
279.699982,102500,-1.999998,282,15,18.6,12.9,8.17,8.2,-1.1,MuyAlta
279.299988,102710,-1.999998,260,9.7,12.2,12.12,7.81,8,2,MuyAlta
276.999969,102980,-7.6,299,12.5,14.8,11.663012,7.671493,8,-1.4,MuyAlta
278.199982,103050,-2.3,298,10.1,12.6,11.43,8.14,8,-1.6,Moderada
278.599976,102900,1.7,253,10,11.8,9.09,6.68,8,-0.3,Moderada
278.599976,102920,-2.999997,298,9,11.5,8.33,6.52,8,1.5,Moderada
279.100006,103090,-6.899999,299,8.9,11.7,12.12,6.4,7.9,1,Moderada
278.799988,103300,-2.599998,286,6.9,9,8.33,6.27,7.9,1,Media
279.199982,103430,1.1,262,7.9,9.6,7.69,5.19,7.9,2.3,Media
278.799988,103490,0.3,259,8.3,10,7.69,5.74,8,4,Moderada
279.200012,103440,2.7,252,7,8.6,7.69,5.85,7.8,4.2,Moderada
279.5,103320,7.200002,228,6.9,8.7,12.12,8.32,7.9,3.8,Moderada
279.499969,103190,8.000002,192,8.4,10,12.9,7.49,7.7,3.4,Moderada
280.200012,102740,11.700002,179,9.3,11.6,12.9,7.47,7.9,3.6,Moderada
281.499969,102280,12.600001,170,12.1,15.3,10.81,6.38,7.8,4.3,Moderada
281.499969,101760,14.9,162,11.6,14.5,9.09,6.45,7.8,6,Moderada
281.399994,101590,14.8,182,11,14.2,10.81,6.93,7.9,6.6,MuyAlta
281.5,101480,16.700001,175,12.4,15,10,7.54,8,6.7,MuyAlta
281.700012,101340,15.500002,175,12.6,15.1,12.9,7.57,8,7.1,MuyAlta
281.599976,101040,17.100002,164,11.5,13.7,11.43,7.41,7.8,7.1,MuyAlta
281.799988,100630,17,144,14.5,17.7,12.9,7.02,7.8,7.4,MuyAlta
281.499969,100560,17.000004,180,13.4,16,10,7.37,8,6.8,MuyAlta
281.5,100350,14.800001,159,13.1,17,10,7.52,8.1,7.2,MuyAlta
281.499969,100200,10.4,166,9,11,10.81,7.82,8.1,7.7,MuyAlta
281.299988,100450,9.300001,215,10.6,13.1,10.81,6.85,8,4.7,Moderada
281,100560,9.600003,162,8.7,11,11.43,7.11,7.9,5.9,MuyAlta
281,100420,4.4,169,3.5,4.8,16,8.82,8.1,6,Moderada
279.899994,100350,2.7,209,3.9,5.3,14.81,8.56,8.1,7.2,MuyAlta
280.299988,100440,1.200003,169,4.6,5.6,16,9.85,8.1,6.4,Moderada
279.700012,100400,1,195,4.1,5,10.81,8.36,7.8,6.7,Moderada
279.200012,100400,-0.899997,242,4.4,5.6,13.79,8.48,8.1,4.6,Moderada
278.299988,100350,0.900002,255,3.7,5,13.79,7.68,7.8,2.7,Moderada
278,100260,5.800003,200,6.1,7.6,11.43,8.15,7.8,3.5,Moderada
279.199982,99890,8.8,132,8.2,9.7,10,7.12,7.9,3.6,Moderada
279.899963,99210,10.000002,135,12.3,15.4,8.33,5.87,8.5,4.5,Moderada
279.799988,98690,8,130,12.5,15.3,8.33,5.97,8,5.1,Moderada
280.299988,98390,5.000003,96,4.5,8.3,9.09,6.79,7.9,5.7,Moderada
279.299988,98540,8.500002,225,9.9,11.7,9.09,6.06,7.9,4.2,Moderada
279.499969,98870,8.500002,194,7.7,9.1,17.39,7.22,8,3.5,Moderada
279.299988,99010,9.500002,182,7,8.6,16,8.01,8.1,4.1,Moderada
279.799988,99050,4.9,180,6.4,7.6,10.81,7.9,7.9,3.5,Moderada
279.299988,99090,5.800002,171,4.9,5.9,12.9,8.31,7.9,4.4,Moderada
279.600006,98790,-3.299999,105,8.3,10.5,11.43,7.66,7.7,4.5,Moderada
279.099976,98240,-3.499999,61,13.9,17,11.43,5.75,7.8,5.9,Moderada
279.899994,98280,-1.5,87,9.5,11.4,8.33,7.31,7.9,5.2,Moderada
278.299988,98360,-5.099998,55,4.1,5.6,12.12,8.13,8,5.4,Moderada
279.100006,98620,-6.399999,352,4.7,6.4,12.12,8.17,8,3.8,Moderada
279.600006,99000,-6.999999,321,7,8.3,10.81,7.63,8,3.5,Moderada
278.899963,99330,-4.599998,299,7.4,9.9,11.43,6.02,7.7,2.1,Media
278.399963,99570,-2.4,259,3.8,5.1,10,6.37,7.7,1.5,Media
278.200012,99570,1.500002,186,0.7,1.6,10,6.45,7.7,0,Media
278.699982,99340,0.5,96,7.5,9.8,10,6.67,7.6,0.3,Media
280,98850,-2.6,78,11.1,14.2,5.56,4.92,8,5.4,Moderada
281.199982,98310,-5.899999,81,11.7,14.6,6.67,5.65,8,5.1,MuyAlta
281.600006,98230,-1.6,73,16.3,20.2,8.33,7.09,7.6,5.3,MuyAlta
281.399963,98240,1.600002,103,8,9.7,11.43,8.08,7.7,6.9,MuyAlta
280.600006,98250,-1.999997,76,8.4,10.3,12.12,8.94,7.7,5.7,MuyAlta
280,98270,-4.899999,66,8,9.6,11.43,7.85,7.7,5.8,Moderada
279.700012,98120,-6.899999,27,8.1,9.6,11.43,7.68,7.8,4.3,Moderada
279.899963,98310,-5.499999,358,6.4,8.9,10.81,7.61,8.1,1.9,Moderada
279.399994,98500,-1.6,355,4.4,5.7,12.9,8.04,7.7,4.7,Moderada
279,98740,1.800002,212,2.6,3.4,11.43,8.02,7.5,5,Moderada
279.299988,98950,4.800002,168,2.9,3.7,10.81,8.66,7.5,3.9,Media
280,98480,8.7,146,7.9,9.7,12.12,6.87,7.6,4.5,Moderada
280.899963,97340,5.4,114,13.2,16.8,12.9,6.04,7.7,5.6,MuyAlta
280.799988,96250,7.4,105,18.4,22.9,10,7.68,7.7,5.5,MuyAlta
280.299988,96020,10.8,140,7.3,9.7,10.81,7.67,8.1,5.4,MuyAlta
280.099976,96220,14.800001,163,11.8,14.9,11.43,7.96,8,4.5,MuyAlta
279.399963,96580,18.200001,200,15.3,18.8,11.43,8.48,7.9,4.7,MuyAlta
277.700012,97190,15.900002,219,16.8,21.5,12.9,8.61,7.6,4,MuyAlta
279.099976,97660,16.300001,200,15.9,20.4,11.43,8.12,7.6,1.7,MuyAlta
278.699982,98170,16.500002,198,13.4,16.7,12.9,8.41,7.6,2.5,MuyAlta
279.199982,98540,12.600001,181,9.5,11.2,12.9,8.47,7.5,2.7,Moderada
278.899994,98750,8.6,165,7.7,8.9,12.9,7.45,7.5,2,Moderada
279.699982,99010,4.500001,164,4.9,5.9,12.9,8.62,7.7,0.8,Moderada
279.100006,99320,3.4,207,7.3,8.6,10.81,7.21,7.8,4.5,Media
279.199982,99550,5.100003,253,6.7,9,12.12,7.37,8.2,3.5,Moderada
278.399963,99770,3.600002,236,8,10,11.43,7.15,8.1,3.9,Moderada
278.5,99880,0.700003,267,11.6,15.5,13.79,7.3,7.5,1.7,Moderada
278.200012,99960,2.1,241,8.9,10.6,10.81,7.67,7.6,-0.7,Moderada
277.699982,99960,0.8,245,7.1,9,11.43,7.07,7.5,-0.4,Moderada
277.200012,99990,-1.9,255,6.2,8.1,10.81,6.93,7.4,-1,Media
277.199982,100110,-3.799999,255,6.2,7.5,9.09,5.99,7.4,-0.9,Moderada
276.5,100290,-5.499999,282,8.6,10.3,10.81,5.82,7.4,-3.4,Moderada
276.399994,100510,-1.499998,265,12,14.2,9.09,5.9,7.4,-0.3,Moderada
276.799988,100720,-0.599998,270,7.8,9.9,6.67,5.75,7.3,-1.3,Moderada
277.299988,100890,0.000003,268,3.3,4.5,10,7.41,7.5,-2.9,Moderada
278.599976,100910,7.6,168,5.2,6.8,10,7.6,7.4,1.5,Media
280.499969,100810,8.3,215,8.6,10.2,10,6.2,7.8,7.2,Moderada
279.799988,100960,3.200001,258,14.4,16.8,6.67,5.4,7.7,1.9,MuyAlta
278.399994,101310,3.4,258,13.3,17.2,10.81,7.12,8,0.9,MuyAlta
278.5,101550,5.200002,266,13.1,15.8,11.43,7.29,7.8,1,MuyAlta
277.799988,101950,1.000002,265,12,16,17.39,8.53,7.7,2.2,MuyAlta
278.499969,102350,-0.3,284,11.7,14,17.39,8.16,7.4,1.1,MuyAlta
278.200012,102550,0.300003,281,8.5,10.2,16,8.56,7.3,0.7,MuyAlta
277.700012,102530,5.200002,223,7,8.7,16,9.03,7.3,0.9,Moderada
278.200012,102200,6.300002,189,5.2,7.1,14.81,8.4,7.5,-0.3,Moderada
278.399994,101330,5.2,135,9.1,11,14.81,6.59,7.6,2.5,Moderada
278.700012,99960,8.200002,116,15.4,19.1,7.14,6.37,7.3,2.8,MuyAlta
280.999969,98760,12.300001,123,19.7,26.1,10,8.18,7.4,4.3,MuyAlta
280.299988,98500,13.100001,210,10.7,13.6,12.12,8.96,7.4,5.4,MuyAlta
278.799988,98380,14,179,11.3,13.7,12.12,8.06,7.4,2.4,MuyAlta
279.399994,98030,16.200001,155,13,16,11.43,8.11,7.4,3,MuyAlta
278.899994,97880,10.9,137,13.7,19.5,12.12,8.45,7.4,3.6,MuyAlta
278.899994,98110,1.8,112,11.9,15.3,12.9,8.34,7.3,3.3,MuyAlta
278.699982,98720,-6.4,95,8.4,10.9,12.9,7.81,7.3,2.4,Moderada
278.799988,99420,-6.999999,50,4.1,5.6,12.12,7.88,7.2,0.7,Moderada
279,99730,0.7,97,2.8,4.1,12.12,8.09,7.3,0.8,Moderada
278.599976,99030,9.2,155,9.7,11.6,11.43,7.26,7.2,1.7,Moderada
278.799988,97800,11.5,153,14.3,18,11.43,5.64,7.3,3.1,Moderada
278.899963,97640,0.100002,287,11.8,14.5,7.69,5.97,7.3,2.9,MuyAlta
277.799988,97880,2.8,274,11.3,14,10,6.81,7.3,2.4,MuyAlta
277.899963,97890,6,256,14.5,17.8,10,7.53,7.2,0.1,MuyAlta
278.699982,97870,6,255,13.6,17.3,13.79,8.47,7.2,2.9,MuyAlta
278.799988,98010,1.7,282,10.8,14,13.79,9.44,7.2,2,MuyAlta
278.700012,98100,-2.6,303,12.4,15.6,12.9,8.26,7.4,2.6,MuyAlta
278.499969,98450,-6,299,11.1,14,11.43,7.5,7.2,3.3,MuyAlta
277.399994,99030,-7.3,296,14,17.3,10.81,7.13,7.2,3.3,Moderada
277.600006,99170,-2.999997,301,10.4,12.8,9.09,6.8,7.2,-1.8,Moderada
276.799988,99220,1.6,284,7.8,9.8,9.09,6.41,7.1,0.9,Moderada
278.100006,98940,3.3,244,6.3,10,9.09,6.69,7.1,0,Media
276.799988,98950,0.400002,126,1.9,3.1,10,6.84,7.1,0.6,Media
277.299988,99070,-2.599998,251,3.4,4.3,8.33,6.27,7.1,1.3,MuyAlta
276.5,99620,-5.1,276,2.9,5.7,13.79,11.09,7.2,1.6,Moderada
277.700012,100010,-5.899999,305,9.3,11.2,12.9,7.56,7.1,-0.7,Moderada
276.899994,100160,-6.299998,319,12.8,15.8,12.12,7.04,7.1,0.8,MuyAlta
276.299988,100440,-9.399999,302,11.1,13.2,12.12,6.95,7,1,MuyAlta
276.299988,100810,-8.099998,318,13.2,17.2,10.81,6.72,7.1,-2,MuyAlta
276.599976,101240,-10.4,313,13.6,17.4,10,7.58,7.1,-1.7,MuyAlta
276.600006,101650,-11.1,324,12.7,15.7,10,6.91,7.3,-1.8,MuyAlta
277.200012,101970,-7.4,304,10.5,14.3,10,7.01,7.3,-1.8,Moderada
277.599976,102040,-1.2,286,6.9,8.5,9.09,6.62,7,1.1,Moderada
278.100006,101970,2.500001,260,4.3,5.6,10.81,6.88,7,4.7,Media
278.799988,101750,10.100001,152,5.4,6.7,10,5.58,7,2.4,Moderada
278.799988,100890,14.700002,150,14.3,16.9,5.88,5.16,7,2.4,MuyAlta
279.799988,100230,13.500002,146,15.4,19.9,10,6.98,7,3.9,MuyAlta
279.399994,100350,5,223,7.5,9.4,12.12,8.09,7,2.7,MuyAlta
278.600006,100400,5.9,204,6.4,8.1,12.12,7.77,7,1.7,MuyAlta
278.799988,100390,8.500002,175,8,9.4,10.81,8.16,7,3,MuyAlta
278.899963,100500,6.5,233,5.4,7.4,10.81,8.7,7,1.8,MuyAlta
278.799988,100790,6.100001,197,8,10,12.9,9.04,7,2.7,MuyAlta
278.499969,100920,7.8,190,7,9,13.79,8.89,7,1.8,MuyAlta
278.499969,101100,7.4,194,8.8,11.4,14.81,9.32,7,2.9,MuyAlta
278.899994,101180,8.300001,196,7,8.3,13.79,8.28,7,3.1,Moderada
278.799988,101030,11.900002,162,10.7,12.8,14.81,7.77,7,4,Moderada
279.700012,100460,16.700001,161,13.3,16.5,6.67,6.28,7,6.4,MuyAlta
279.699982,100410,-3.999999,288,12.2,15.2,11.663012,7.671493,7,3.6,MuyAlta
278.599976,101290,-2.599998,288,7.7,9,10.81,7.66,7,2.8,MuyAlta
278.499969,101630,2.200001,239,3.9,5.3,12.12,8.28,7,3.6,Moderada
278.399963,101600,5.9,162,7.3,8.9,12.12,8.92,7,3.7,MuyAlta
280,101280,9.400002,132,11.9,14.6,12.12,7.56,7,2.5,MuyAlta
280.399994,100680,15.700002,136,15.9,20.3,7.69,6.89,7,5.3,MuyAlta
280.299988,100650,15.3,145,17.5,20.7,10,7.18,7,6.1,MuyAlta
280.499969,100880,4.7,159,7.5,9.6,12.12,8.18,7.1,6.9,MuyAlta
279.799988,100200,6.8,152,8.3,10.4,10.81,8.54,7,7,MuyAlta
280.899963,99950,13.600001,153,12.8,15.8,10.81,8.03,7,7.7,MuyAlta
279.999969,99930,7.6,220,7.4,9.1,10.81,8.45,7,5.3,MuyAlta
279,100540,4.9,248,8.5,11.1,10.81,8.54,6.9,2.4,MuyAlta
278.799988,100860,13.000002,169,9.1,11.2,12.9,8.34,7,1.9,MuyAlta
280.399994,100850,12.500002,158,9.8,12.6,11.43,7.63,7,5.8,MuyAlta
279.499969,100330,6.1,131,10.2,12.2,10.81,7.7,6.9,6,MuyAlta
281.299988,99500,12.3,119,13.2,15.8,10.81,7.23,7,7.1,MuyAlta
280.899994,99240,12.600003,130,14.9,19.3,11.43,7.35,7,7.3,MuyAlta
280,99490,8.500002,181,6,7.9,10,8.89,7,4.1,MuyAlta
278.600006,100190,9,205,8,9.8,12.9,9.06,7,3.8,MuyAlta
278.799988,100790,9.2,190,11.1,15.1,12.12,8.29,7,2.8,MuyAlta
278.700012,101290,9.800001,204,8.6,11.1,12.12,8.51,7,2.1,MuyAlta
278.999969,101420,6.1,169,7.4,9.2,11.43,8.58,6.9,2.3,MuyAlta
279.100006,101100,3.300002,130,8.9,11,11.43,8.2,6.9,3.6,Moderada
280.199982,100600,0.9,89,10.8,13.7,10.81,7.73,6.9,4.9,Moderada
280.299988,100030,5.200002,98,13.9,17.9,7.14,6.45,6.9,5.9,MuyAlta
279.799988,99710,9.700002,122,14.3,18,8.33,6.47,6.9,5.6,MuyAlta
280.899994,99610,9.800001,118,14.2,17.4,10,6.95,6.9,5.4,MuyAlta
280.899963,99690,11.700002,135,14.7,18.5,10,7.05,6.9,5,MuyAlta
280.199982,99760,10.400002,135,13.2,16.2,10.81,7.77,6.9,5.6,MuyAlta
280.200012,99980,7.700002,140,12.2,14.4,11.43,8.04,6.9,6.2,MuyAlta
279.899994,100130,3.500001,143,6.6,8.4,14.81,8.77,7,6.9,MuyAlta
279.899963,100220,0.900002,167,3.1,4.1,11.43,8.5,7,6.8,Moderada
279.700012,100400,-4.799998,41,0.7,2.2,12.12,8.53,7,5.3,Moderada
279.499969,100420,-4.499999,15,0.5,1.3,12.12,8.04,7,6.2,Moderada
279.099976,100520,-7.7,29,6.6,8,10.81,8.06,6.9,5.7,Media
278.299988,100500,-4.6,31,3.7,4.9,12.12,7.72,6.9,5.2,Media
279,100560,-1.3,104,1.1,2,10.81,7.97,6.9,4.4,Moderada
278.499969,100590,4.2,162,6.7,8.3,12.9,8.2,6.9,4,Media
278.899963,100760,2.900002,160,4.7,5.5,12.9,7.65,6.9,3.1,Media
279.699982,100660,2.800002,123,6.4,8.4,11.43,6.37,6.9,2.2,Media
280.299988,100340,3.4,98,7.9,9.8,11.43,5.66,6.9,6.4,Moderada
280.399963,99900,4.800002,108,12.8,15.4,6.25,5.41,6.9,6.7,Moderada
280.599976,99430,5,110,14.6,17,8.33,6.22,6.9,5.7,MuyAlta
281.299988,99090,7.500001,107,14.8,17.6,9.09,7.02,6.9,6.5,MuyAlta
280.599976,98890,10.000002,125,12.8,14.9,10.81,7.54,7,6.7,MuyAlta
280.399963,99040,16.100002,139,14.3,17.8,10.81,7.69,6.9,4.7,MuyAlta
278.999969,99920,14.100001,191,11.9,14.5,12.9,8.46,7,2.4,MuyAlta
279.499969,100350,11.300001,160,11.5,13.8,10.81,8.13,6.9,2.4,MuyAlta
279.899963,100390,9.000002,139,10.5,13,10.81,7.75,7,3.7,MuyAlta
279.999969,99890,11.100001,124,14.4,17.6,10,6.96,7,4.6,MuyAlta
280.699982,99570,13.6,123,15.2,18.6,9.09,7.28,6.9,6.4,MuyAlta
281.299988,99360,10.400002,125,16,20,12.12,7.67,6.9,6.6,MuyAlta
281.299988,99200,11.400003,135,14.5,18,10,7.83,6.9,7.2,MuyAlta
280.899994,99440,7.8,147,7.3,9,12.9,8.79,7,7.1,MuyAlta
280.200012,99260,1.800002,107,3.9,5.1,11.43,7.87,7,6.4,MuyAlta
280.299988,98940,3.400002,114,3,4.4,10.81,8.69,7,6.7,MuyAlta
279.799988,98870,7.3,186,4.6,5.6,10.81,8.45,7,6.2,MuyAlta
280.200012,99070,9.3,156,6.5,9.4,10.81,8.45,7,6.6,MuyAlta
279.799988,99040,5.800002,155,8.4,10.7,11.43,8.1,7,5.5,Moderada
279.899963,98620,-1.7,99,6.8,8.8,11.43,7.35,7,6.2,Moderada
280.099976,98280,-6.7,50,7.9,9.5,11.43,7.05,7,6.5,Moderada
279.899963,98410,-5.199998,85,4.3,5.6,10.81,7.47,7,6.9,Moderada
279.899963,98600,-4.699998,354,2.9,4.5,10.81,8.05,7,6.2,Moderada
279.899963,99050,-3.7,320,4.2,5.6,10.81,7.73,6.9,6,Media
279.5,99540,-1.599998,302,5.3,6.7,10.81,7.11,7,6,Media
278.399994,100090,-1.599997,296,7.1,9,10.81,6.16,7,4.8,Media
277.5,100530,0.3,258,3.5,5.6,10.81,6.44,7,2.4,Media
277.299988,100720,2.600002,215,1.2,2.4,9.09,6.74,6.9,1.4,Media
278.100006,100730,4.000001,150,4.8,5.9,10,6.58,6.9,1.5,Media
278.899963,100500,5.500001,120,9.5,11.7,12.12,5.19,6.9,0.4,Moderada
279.600006,100070,3.5,110,11.3,14.6,11.43,6.16,6.8,2.5,MuyAlta
280.099976,99390,3.9,105,14.1,17,12.9,7.07,6.8,-1.3,MuyAlta
280.099976,98820,6.4,105,15,19.5,10.81,7.22,6.8,5.5,MuyAlta
280.200012,98360,3.9,102,16.8,20.7,11.43,8.23,6.9,4.7,MuyAlta
279.899963,98070,6.6,96,14.8,18.6,11.43,8.75,6.8,4.3,MuyAlta
280.200012,98290,11.6,170,8.7,10.9,14.81,9.11,6.8,5.7,MuyAlta
280.099976,98660,11.000002,143,9.7,12.2,11.43,8.57,6.9,5.8,MuyAlta
279.999969,98820,4.9,133,8,9.7,11.43,7.96,6.8,6,Moderada
279.899994,98700,0.200002,101,7,9.4,12.12,8.02,6.8,5.3,Moderada
280.499969,98240,-6.1,79,7,9,13.79,7.48,6.8,5.7,Moderada
280,97650,-7.199997,70,9.7,11.9,9.09,6.63,6.8,5.8,MuyAlta
279.699982,97760,0.3,49,9.8,12.6,11.43,8.16,6.8,5.3,MuyAlta
279.100006,98510,9.300003,243,4.5,6.2,13.79,9.56,6.8,4.9,MuyAlta
279.499969,98900,8.900002,182,8.1,10.3,11.43,7.85,6.9,3.8,Moderada
279.799988,99020,1.900002,120,6.9,8.6,12.12,7.48,6.8,5.5,Moderada
279.999969,98720,-2.999999,68,9.9,12.2,11.43,7.07,6.8,5.7,Moderada
279.799988,98750,1.000002,84,9,10.8,10.81,6.62,6.8,5.1,Moderada
279.100006,99130,5.800003,158,4,5.4,10,7.88,6.8,5.1,Moderada
278.600006,99500,8.200002,217,10.2,12,10,6.58,7,4.1,Moderada
278.5,99820,6.900002,200,7.2,8.3,9.09,6.8,6.9,3.9,Moderada
278.699982,99900,5.6,118,7.7,9.8,9.09,6.6,6.8,4.8,Moderada
280.299988,99510,2,106,11.1,14.3,10,5.51,6.9,4.6,Moderada
279.799988,98580,1.000002,87,14,18,7.69,6.18,6.8,4.9,MuyAlta
280.200012,97710,1.6,95,18.3,22.5,10.81,7.48,6.8,4.6,MuyAlta
280.299988,97490,6.6,109,8.5,10.7,12.12,8.45,6.8,6.6,MuyAlta
279.899994,97550,6.200002,129,8.2,10.3,12.12,9.51,6.8,6,MuyAlta
278.799988,97780,7.800003,125,5.1,7.2,12.12,9.14,6.8,6.2,Moderada
278.699982,98170,11.600003,187,10.2,12.7,12.12,7.82,6.8,5,MuyAlta
277.999969,98440,12.9,184,9.9,12.7,12.9,8.09,6.8,4.5,Moderada
278.799988,98750,10.800001,194,9.1,11.1,12.12,6.91,6.8,4.3,Moderada
278.899994,99170,6.000001,226,7.5,8.9,10.81,7.2,6.9,5.6,Moderada
278.200012,99710,5.2,247,9.9,11.9,10,6.26,6.8,3.4,Moderada
277.599976,99940,7.5,221,7.3,8.8,9.09,6.87,6.8,1.1,Moderada
279.199982,99660,11.700003,156,10.5,12.2,10,6.03,6.8,3.4,Moderada
279.600006,99300,12.5,160,13.8,17.2,6.67,5.85,6.7,4.6,Moderada
279.599976,99520,7,194,6,7.3,8.33,6.93,6.7,5.7,Moderada
279.100006,99790,3.500001,188,5.8,7.3,9.09,6.78,6.7,5.8,Moderada
279.200012,99780,3.700001,166,4.2,5.3,10,7.06,6.7,5.7,Moderada
279.599976,99610,6,138,8.5,9.8,8.33,6.8,6.8,5.4,Moderada
279.799988,99220,11.7,123,11.9,14.3,9.09,6.28,6.8,5.3,Moderada
280.5,99020,10.400002,152,11.1,13.8,8.33,6.36,6.8,6.6,Moderada
280.399963,98890,6.800002,179,6.9,8.6,10,7.24,6.8,5.4,MuyAlta
279.200012,98730,3.200001,180,3.8,6,14.81,10.52,6.8,5,MuyAlta
279,98310,-3.899998,35,2,4.3,16,9.44,6.8,5.1,MuyAlta
278.899963,98700,3.700001,275,8.3,10.8,11.43,8.16,6.7,2.1,MuyAlta
279.199982,99260,12.3,197,10,12.1,12.9,7.99,6.7,2.7,MuyAlta
280,98480,8.500002,121,13.9,17.4,12.9,8.15,6.8,5.1,MuyAlta
281.499969,97420,12.200002,118,17.3,21.6,10,7.75,6.9,6.8,MuyAlta
281.199982,96830,12.5,136,14.3,17.4,12.12,8.88,6.9,7.2,MuyAlta
281.299988,96940,8.900002,128,10.3,14,13.79,9.48,6.8,6.2,MuyAlta
280,96790,16.000002,155,11.4,13.7,12.9,8.62,6.8,4.9,MuyAlta
279.799988,97080,14.400002,165,15,19.4,13.79,8.46,6.8,5.5,MuyAlta
279.799988,97680,12.300001,198,12.5,15.3,13.79,8.82,6.7,4.6,MuyAlta
279.299988,98350,6.000001,265,8.5,10.4,13.79,9.65,6.7,5.4,MuyAlta
279.099976,98960,3.000001,234,5.1,6.6,13.79,8.84,6.8,4.9,Moderada
278.099976,99390,0.200003,264,5.8,7.2,10.81,8.2,6.7,3.2,Moderada
277.499969,99660,-1.199998,301,6,8,12.9,7.71,6.7,1.9,Moderada
278,99940,-3.699997,279,7.8,10.5,10,8.27,6.7,1.6,Moderada
278.099976,100280,-4.999999,300,10.2,12.1,12.12,7.06,6.7,0.6,Moderada
277.799988,100740,-2.699997,288,9.1,11.9,11.43,6.21,6.7,1.1,Moderada
277.5,101080,-3.2,284,8.9,10.6,10,6.47,6.8,1.3,Moderada
277.699982,101490,-5.1,301,9.4,11.9,10.81,6.77,6.7,2.1,Moderada
277.799988,101900,-4.6,305,9.7,12.2,12.12,6.51,6.7,1.4,Moderada
277.399963,102090,-0.9,288,6.2,7.8,11.43,7.29,6.7,0.6,Media
